real_name,manna,bedk1,bedt1,bedt2,kaq1,sy1,cn3_swf0.3a,esco0.95a,lat_ttime0a,latq_co0.2a,perco0.05a,perco0.5a,awca1,awca3,awca5,awca6,bda1,bda2,bda3,bda4,bda5,bda6,ksola1,ksola2,ksola3,ksola6,zsola4,zsola5,zsola6,lat_lena1,lat_lenb1,surq_lag
35,0.0281652,4.85513e-05,1,0.364422,0.671933,0.00670747,0.178548,0.0361915,0.52702,0.0204002,0.989689,1,0.454286,0.980375,0.0817104,0.0553385,0.981117,1.15243,1.15175,0.963,1.75242,1.41864,38.5402,9.67702,9.31334,13.6409,720,747.908,2400,90,13.2977,0.733217
36,0.0207524,6.68513e-06,0.477375,0.829964,0.825745,0.00485539,0.593471,0.266788,0.532803,0.0130148,1,0.828587,0.449888,0.407063,0.320727,0.0547,1.03719,0.89128,0.893,0.963,1.41993,1.79753,16.5256,8.00827,7.04768,8.09997,720,798.181,2179.88,90,10.4049,0.654754
37,0.0496457,5.52536e-06,0.107745,0.241663,0.847511,0.00499872,0.642446,0.365529,0.517494,0.0215545,1,0.943081,0.385299,0.554891,0.114194,0.0547,1.01922,1.37879,0.94852,0.963,1.10495,2.03662,70.2019,13.5298,7.59243,39.4776,720,887.625,2302.28,90,13.7191,0.511431
38,0.0160556,1.96276e-05,1,0.377118,0.368615,0.00462719,0.429739,0.0623729,0.502501,0.0643671,1,0.356631,0.283052,0.409827,0.127333,0.056568,0.761023,1.47403,0.893,0.963,1.08165,1.4037,50.9991,24.1167,9.91346,33.3331,561.687,889.367,2400,90,12.8547,0.550009
39,0.0300969,9.27212e-06,0.618153,0.235246,0.721549,0.00507501,0.712688,0.346729,0.958844,0.115077,1,1,1,0.160551,0.217495,0.055835,0.77627,0.815,0.990749,1.17249,1.12725,1.32907,17.3746,26.9198,7.959,14.0557,720,984.232,2174.43,90,8.55572,0.746399
40,0.0149959,1.58173e-05,0.37728,0.0412627,0.628657,0.00889953,0.71632,0.369109,0.525018,0.126963,1,1,0.178949,0.509492,0.199009,0.0562642,0.860682,1.60069,0.906766,0.963,1.10651,1.39139,69.6012,11.2065,6.25,13.3977,720,754.326,1745.11,90,11.4578,0.664711
41,0.0208257,6.95846e-06,0.40054,0.0853286,0.213002,0.00687087,0.113657,0.123406,0.5,0.0214461,1,0.886235,0.633736,0.486731,0.212258,0.0554136,0.87781,1.01443,0.893,1.04103,1.10862,1.4577,43.3233,25.453,17.1366,19.4119,716.407,779.092,2028.63,90,10.8374,0.512255
42,0.017579,5.97583e-06,0.876019,0.531843,0.290572,0.00656748,0.528797,0.337925,0.667467,0.0171811,1,1,0.735345,0.434049,0.08749,0.0554346,1.11916,0.895108,0.893,0.963,1.35418,1.53239,38.3723,7.01,20.7958,14.4681,720,840.602,2215.63,86.8701,11.9523,0.483694
43,0.0236584,1.11847e-05,0.365331,0.324556,0.650989,0.00630922,0.676284,0.09933,0.601157,0.0641456,0.521552,0.81798,0.426574,0.52174,0.167635,0.055864,1.09641,1.33717,0.893,0.964851,1.17863,1.32112,35.2322,18.1622,7.77591,18.9482,720,817.64,2079.05,90,10.7795,0.763662
44,0.0182536,2.83389e-05,0.144706,0.623765,0.756364,0.00426589,0.68449,0.122725,0.557359,0.0132426,0.138625,0.93617,0.739088,0.574518,0.113366,0.0548358,0.840978,1.27024,0.893,1.00444,1.13614,1.43329,56.9903,15.5693,29.836,15.2072,569.564,891.798,2244.08,85.6882,13.3967,0.721127
45,0.0241933,1.28946e-05,0.750805,0.642399,0.744006,0.00637511,0.624641,0.0372765,0.599446,0.0435222,0.966548,1,0.522683,0.322863,0.096101,0.055891,1.11958,0.956152,0.893,1.28378,1.12385,1.62001,34.8789,10.3629,12.9248,10.9561,720,923.03,2400,89.7487,9.9092,0.711075
46,0.0152269,7.03789e-06,0.401324,0.388273,0.800309,0.00477997,0.395345,0.204526,0.900496,0.0296883,1,0.213128,0.850627,0.348095,0.0950912,0.0661012,1.56436,0.847768,0.909902,0.963,1.18512,1.47629,18.9607,28.7616,6.67346,35.3386,720,843.07,2124.83,82.8457,11.6134,0.537471
47,0.013981,6.87287e-06,0.220861,0.0465686,0.709947,0.00452235,0.501605,0.288901,0.619063,0.0303207,0.94686,0.801642,0.688196,0.483173,0.222753,0.0547,0.870812,0.915209,0.893,0.963,1.11119,1.41798,23.3919,43.4363,27.2103,26.0735,720,792.184,2202.88,78.1638,12.2546,0.677362
48,0.0116892,7.34818e-06,0.32489,0.235316,0.834184,0.00468851,0.493598,0.038183,0.51319,0.240287,0.314292,1,0.48412,0.447465,0.313748,0.0547,0.924258,1.14829,1.10172,0.963,1.0774,1.93085,28.0006,35.4624,6.84461,7.60132,720,817.212,2298.36,90,13.23,0.377108
49,0.0239064,9.61993e-06,0.627503,0.288423,0.568934,0.00675036,0.424895,0.186446,0.734159,0.0571572,0.953598,0.701251,0.617032,0.899857,0.0768507,0.0553475,0.832876,1.53001,0.893,0.976788,1.08624,1.4264,48.1419,26.5333,6.25,17.946,720,814.444,1966.9,90,13.9065,0.80937
50,0.0222171,7.97346e-06,0.432513,0.347675,0.649974,0.00567899,0.594741,0.0802851,0.537972,0.0925459,1,1,1,0.294444,0.214587,0.0677034,1.04289,1.08827,0.893,1.16445,1.12724,1.59052,28.0963,26.1109,12.7408,23.2919,673.145,897.837,1975.71,90,13.4796,0.58648
51,0.019843,7.11701e-06,0.841616,0.755492,0.628638,0.00838933,0.685395,0.0767242,0.50231,0.0182069,0.713047,1,0.486421,1,0.0881102,0.0553808,0.919657,1.55062,0.893,0.963,1.11035,1.49792,32.9239,12.6411,7.83304,18.7618,720,853.107,2162.56,90,11.4928,0.598536
52,0.0183608,9.4203e-06,0.400092,0.230083,0.39995,0.00404865,0.612992,0.0389848,0.538823,0.0422386,0.396334,0.867838,0.497774,1,0.428034,0.0547,1.03252,1.16045,0.957611,1.24131,1.12403,1.4291,24.5498,25.2772,8.25347,31.8682,692.242,841.711,1984.21,90,12.8651,0.574021
53,0.0228288,5.80699e-06,0.259336,0.266672,0.603907,0.00471413,0.61341,0.0872916,0.51501,0.0265419,0.789526,0.768726,0.454397,0.431396,0.174258,0.0649421,1.01592,1.14007,0.893,0.963,1.1663,1.49567,33.1477,25.3203,8.61901,19.2033,720,826.177,1999.09,79.2385,12.8344,0.989544
54,0.01847,1.27459e-05,0.759145,0.48304,0.58811,0.00433604,0.622227,0.315337,0.690329,0.0632102,0.905392,0.462591,0.563636,0.284783,0.249306,0.0556512,0.864593,0.887962,0.893,0.971642,1.10015,1.99658,30.1016,7.18862,19.8251,7.26489,720,851.468,2068.74,78.4252,11.6788,0.606437
55,0.0284214,7.56591e-06,0.905126,0.871036,0.497343,0.00363002,0.629745,0.135373,0.866699,0.0179198,0.733674,0.495445,0.516337,0.416813,0.256528,0.0552563,1.356,1.43827,1.12735,0.963,1.17279,1.6767,27.3465,9.75451,7.46482,13.5374,720,1023.34,2052.62,90,10.7184,0.643637
56,0.0150568,9.11051e-06,0.326905,0.500189,0.735203,0.00488477,0.713186,0.136543,0.525277,0.0442798,1,0.516296,0.556643,0.935756,0.095733,0.0548006,1.3816,0.815,0.893,1.00059,1.08059,1.28239,19.0313,29.7693,9.50186,26.806,702.89,863.512,2400,90,13.2203,0.680263
57,0.0186193,5.60566e-06,0.822396,0.0174024,0.704706,0.0074304,0.696448,0.0377436,0.531061,0.0798773,0.988962,1,0.429887,0.984022,0.304572,0.0547,1.05154,0.853758,0.893,0.963,1.10566,1.5262,34.3572,28.8341,14.3288,12.0063,720,870.025,1853.07,90,13.8309,0.634273
58,0.0171783,7.18963e-06,0.215077,0.320391,0.65189,0.00362479,0.689927,0.179269,0.518163,0.0570382,0.984719,0.615715,0.36615,0.481254,0.202542,0.0549926,0.791751,1.31032,0.893,0.986067,1.07195,1.41439,63.6367,16.7455,6.29,9.08289,720,910.175,1863.63,41.1522,9.75674,0.593034
59,0.0126678,7.69894e-06,1,0.233351,0.518931,0.00652838,0.678475,0.0834906,0.89127,0.0278306,1,0.812923,0.861186,0.249005,0.119737,0.0563317,1.30596,0.977498,0.893,0.963,1.10224,1.56539,32.563,17.0705,18.502,18.3781,699.595,806.364,2400,90,13.1712,0.655894
60,0.0127454,6.25193e-06,0.691732,0.230001,0.79247,0.00347247,0.751631,0.142247,0.524245,0.0340645,0.139648,0.605233,0.819478,0.12906,0.106773,0.0650043,0.937117,0.901262,0.893,0.968485,1.13447,1.6788,27.1472,9.63209,34.0546,9.57893,590.325,939.678,2372.7,90,12.6178,0.521527
61,0.025052,1.37466e-05,0.728704,0.839139,0.494547,0.0166914,0.680785,0.0377326,0.5,0.0421684,1,0.956114,0.826663,0.337411,0.0703976,0.103023,1.0149,0.815,0.893,0.963,1.05791,1.4352,19.4471,39.5666,7.02337,19.9147,720,994.352,2211.72,79.6528,9.62321,0.505793
62,0.0265094,1.2451e-05,0.422275,0.201502,0.751838,0.00687809,0.687087,0.224765,0.639552,0.0424568,0.64997,0.90047,0.680801,0.410698,0.169067,0.0564802,1.01913,0.937943,0.901761,0.963,1.21631,1.43173,35.1494,14.814,7.88208,20.9468,720,901.435,1888.93,90,11.7735,0.821666
63,0.0206304,5.6777e-06,0.652565,0.352783,0.658563,0.00470561,0.65738,0.153138,0.505561,0.0133923,1,0.650775,0.299395,0.770682,0.111624,0.0549945,1.01459,1.47175,1.12655,0.963,1.37715,1.29839,19.971,13.1615,15.4884,71.7762,720,921.097,1872.19,90,12.7735,0.386313
64,0.0347331,8.01725e-06,0.551802,0.673282,0.217375,0.00727434,0.694924,0.0421719,0.5,0.0395779,0.471107,1,0.397059,0.385956,0.126348,0.0560664,1.21004,0.909453,0.893,0.963,1.11193,1.74308,17.6751,11.1137,12.5057,7.92816,636.505,946.091,2269.4,90,12.7383,0.732282
65,0.0214777,9.83072e-06,0.637966,0.051728,0.444871,0.00431917,0.728825,0.186418,0.513427,0.0170237,1,0.27204,0.358771,0.46145,0.090759,0.0684856,1.31234,1.27143,0.893,0.963,1.34134,1.01,24.7701,8.28214,11.939,28.7364,696.266,777.299,2003.79,90,10.8994,0.52537
66,0.0279486,1.2458e-05,0.586881,0.0917829,0.985487,0.00408103,0.662387,0.150133,1.32736,0.141741,1,1,0.340728,0.720929,0.196408,0.0547,1.13348,0.99603,0.920281,0.963,1.26365,1.53269,45.645,13.2098,6.25,32.6953,625.148,845.128,1924.64,88.696,12.6874,0.74794
67,0.0210334,0.000103881,0.589906,0.239718,0.704775,0.00501324,0.715454,0.218886,0.53416,0.0576178,1,0.803278,1,0.261783,0.13195,0.0561913,0.777605,1.22357,0.893,0.963,1.1062,1.59113,28.405,34.8367,8.63966,11.3826,720,859.153,2219.5,90,13.5795,0.668998
68,0.0332571,1.09904e-05,0.949471,0.692647,0.601674,0.00455307,0.629307,0.103452,0.64439,0.0866387,1,0.513401,0.347156,0.243029,0.170491,0.0555741,1.24174,1.23881,0.921308,0.963,1.07992,1.488,13.3687,15.2978,27.7051,29.4505,720,849.838,2259.77,90,10.8365,0.975107
69,0.0345442,7.41534e-06,0.707005,0.413423,0.626098,0.00486069,0.574973,0.385645,0.636666,0.0790496,0.86218,1,0.349883,1,0.147073,0.0556437,0.990551,1.12649,0.945549,0.963,1.06145,1.79013,20.1767,31.0824,7.72572,7.30706,720,932.883,2292.31,76.6733,10.8018,0.65588
70,0.0183104,5.60903e-06,0.462295,0.131664,0.909887,0.003653,0.262465,0.231582,0.563608,0.0313569,0.805815,0.799949,0.457476,0.189041,0.261997,0.0621487,1.23634,1.09763,0.903563,0.998232,1.20835,1.28468,20.9064,26.2801,7.78685,31.6671,720,937.012,1899.96,90,13.9303,0.517038
71,0.0199222,1.42094e-05,0.708733,0.199319,0.877012,0.00361905,0.730683,0.483273,1.00105,0.103,0.938622,0.985036,0.976567,0.367016,0.154732,0.055411,0.778935,0.866873,0.893,0.963,1.12458,1.45523,46.903,14.153,13.8924,24.3664,720,852.312,2233.48,85.2533,13.4779,0.617706
72,0.0157405,5.4849e-06,0.953147,0.682535,0.811055,0.00461682,0.745832,0.103591,0.522281,0.0301457,1,1,1,0.676983,0.154091,0.0551696,1.3836,1.05244,0.97812,0.963,1.11481,1.57867,17.9734,15.1512,6.4232,8.92175,720,771.42,2075.75,90,10.3636,0.554958
73,0.0192388,8.47155e-06,0.322385,0.0639084,0.711913,0.00996932,0.671036,0.223929,0.852335,0.0985827,1,0.529711,0.190858,0.591469,0.0971923,0.0547,1.43908,0.992283,0.923266,0.96353,1.29782,1.65173,41.0353,17.1213,38.1365,19.0498,624.941,1002.13,2274.13,90,14.3257,0.606763
74,0.0252632,1.25395e-05,0.906486,0.241711,0.724861,0.00557825,0.441073,0.127539,0.569991,0.020702,0.890797,1,0.312918,0.332423,0.0786585,0.0872129,1.31337,0.931326,0.893,0.963,1.54583,1.54555,17.0939,22.7064,15.5844,16.5972,720,890.629,2284.47,90,14.232,0.696028
75,0.0158382,1.51358e-05,0.637685,0.209057,0.817636,0.00467982,0.597789,0.0909037,0.505759,0.042154,1,0.973013,0.367993,0.411886,0.178679,0.0549297,1.07077,1.18574,0.893,0.963,1.26313,1.6641,40.3128,21.569,8.26795,14.8544,720,985.725,2132.6,83.045,12.6653,0.666029
76,0.0270238,8.56151e-06,0.425231,0.834013,0.431719,0.00376396,0.492102,0.137682,0.549797,0.01,0.98564,0.50629,0.59088,0.160636,0.119391,0.0560028,0.959848,1.13599,0.893,0.963,1.21946,1.32657,15.2105,36.1778,17.7216,10.0208,720,894.428,2078.6,78.0452,13.4244,0.658446
77,0.0253121,2.4121e-05,0.611709,0.317942,0.709795,0.0060698,0.644663,0.14855,0.5,0.0365941,0.936269,0.781591,0.478321,0.285023,0.174267,0.0615673,1.02438,0.895446,0.897032,1.02984,1.34767,1.32845,16.9572,12.6577,10.3791,30.587,716.303,824.389,2089.51,90,13.0578,0.67345
78,0.0166824,4.32234e-05,0.885629,0.639996,0.750575,0.00484333,0.228744,0.0819207,0.5,0.0579,1,1,0.790573,0.275022,0.173756,0.0627426,1.01525,1.00506,0.898944,0.963,1.12986,1.72569,31.3049,14.6612,6.2569,9.67768,636.889,864.72,2212.28,90,11.6444,0.539644
79,0.02111,5.75011e-06,0.73396,0.21086,1.33461,0.00492785,0.676641,0.140501,0.501749,0.0587634,0.683114,0.318894,0.34684,0.602366,0.157772,0.066183,1.19842,1.59977,1.17125,0.977064,1.16815,1.60144,21.0054,10.9923,8.16982,9.33128,720,819.813,1822.83,90,14.2735,0.673826
80,0.0243637,1.08238e-05,0.693835,0.530899,0.478336,0.00657988,0.609349,0.102954,0.5,0.093252,0.515141,1,0.468871,0.658997,0.266288,0.0547,1.11325,1.49514,0.893,0.963,1.12303,1.51738,37.0467,15.5645,9.10513,13.9377,720,928.255,2297.75,90,11.5914,0.99251
81,0.01997,5.70549e-06,0.581009,0.468825,0.732378,0.00487259,0.65262,0.110752,0.759795,0.0582156,1,0.818001,0.86086,0.388133,0.097957,0.108916,0.96294,0.815,0.893,1.06735,1.22079,1.31639,20.0894,21.8497,34.6828,27.8814,720,850.291,1677.66,90,11.9729,0.695296
82,0.0418795,5.61221e-06,0.58407,0.33076,0.556511,0.00474328,0.72933,0.175246,0.534538,0.0782361,1,0.828787,0.215463,0.447146,0.176329,0.0563157,1.06239,0.815,0.999016,1.01545,1.10279,1.39494,30.6962,25.0259,8.02378,13.8957,720,849.769,2266.65,90,9.5026,0.757276
83,0.018071,1.12535e-05,0.903219,0.382994,0.75184,0.00519549,0.651247,0.137284,0.730718,0.0579135,1,1,0.341272,0.493165,0.151478,0.0566295,1.15603,0.936963,0.893,0.96376,1.07588,1.73561,24.9089,18.1537,7.89541,19.4765,720,864.46,2140.03,82.6367,9.76225,0.526626
84,0.0278546,1.29873e-05,0.569759,0.922136,0.711946,0.0059629,0.450409,0.0714037,0.51419,0.0973897,0.739652,1,0.661583,0.447807,0.271062,0.0547,1.00734,1.33008,1.21142,0.963,1.14115,1.72898,20.5143,12.5879,6.80386,8.06061,715.841,886.83,2311.13,90,9.67199,0.492448
85,0.0191374,3.71205e-05,0.318843,0.133436,0.585131,0.00494603,0.587865,0.192072,0.505154,0.0433286,1,0.687016,0.633883,0.309414,0.154119,0.0575244,1.0046,1.08002,0.893,1.05573,1.17519,1.51209,39.3821,40.8515,15.0456,24.5624,720,804.385,2010.95,90,13.1754,0.479009
