name,value,group,weight
qh2049,1.792,streamflowc,6.48569
qh2050,1.792,streamflowc,6.48569
qh2051,1.792,streamflowc,6.48569
qh2052,1.792,streamflowc,6.48569
qh2053,2.02,streamflowb,4.37019
qh2054,1.792,streamflowc,6.48569
qh2055,1.792,streamflowc,6.48569
qh2056,1.792,streamflowc,6.48569
qh2057,1.792,streamflowc,6.48569
qh2058,1.792,streamflowc,6.48569
qh2059,1.792,streamflowc,6.48569
qh2060,1.792,streamflowc,6.48569
qh2061,1.792,streamflowc,6.48569
qh2062,1.792,streamflowc,6.48569
qh2063,1.792,streamflowc,6.48569
qh2064,1.792,streamflowc,6.48569
qh2065,1.792,streamflowc,6.48569
qh2066,1.792,streamflowc,6.48569
qh2067,1.792,streamflowc,6.48569
qh2068,1.792,streamflowc,6.48569
qh2069,1.792,streamflowc,6.48569
qh2070,1.792,streamflowc,6.48569
qh2071,1.792,streamflowc,6.48569
qh2072,1.792,streamflowc,6.48569
qh2073,1.792,streamflowc,6.48569
qh2074,1.792,streamflowc,6.48569
qh2075,1.792,streamflowc,6.48569
qh2076,1.792,streamflowc,6.48569
qh2077,1.792,streamflowc,6.48569
qh2078,1.792,streamflowc,6.48569
qh2079,1.792,streamflowc,6.48569
qh2080,1.792,streamflowc,6.48569
qh2081,1.792,streamflowc,6.48569
qh2082,1.792,streamflowc,6.48569
qh2083,1.792,streamflowc,6.48569
qh2084,1.792,streamflowc,6.48569
qh2085,1.792,streamflowc,6.48569
qh2086,1.792,streamflowc,6.48569
qh2087,1.792,streamflowc,6.48569
qh2088,1.792,streamflowc,6.48569
qh2089,2.703,streamflowb,4.37019
qh2090,2.02,streamflowb,4.37019
qh2091,2.02,streamflowb,4.37019
qh2092,2.02,streamflowb,4.37019
qh2093,2.02,streamflowb,4.37019
qh2094,2.02,streamflowb,4.37019
qh2095,1.792,streamflowc,6.48569
qh2096,1.792,streamflowc,6.48569
qh2097,1.792,streamflowc,6.48569
qh2098,1.792,streamflowc,6.48569
qh2099,1.792,streamflowc,6.48569
qh2100,1.881,streamflowb,4.37019
qh2101,1.881,streamflowb,4.37019
qh2102,1.881,streamflowb,4.37019
qh2103,1.881,streamflowb,4.37019
qh2104,1.743,streamflowc,6.48569
qh2105,1.743,streamflowc,6.48569
qh2106,1.743,streamflowc,6.48569
qh2107,1.743,streamflowc,6.48569
qh2108,1.743,streamflowc,6.48569
qh2109,1.743,streamflowc,6.48569
qh2110,1.881,streamflowb,4.37019
qh2111,1.743,streamflowc,6.48569
qh2112,1.743,streamflowc,6.48569
qh2113,1.743,streamflowc,6.48569
qh2114,1.743,streamflowc,6.48569
qh2115,1.743,streamflowc,6.48569
qh2116,1.604,streamflowc,6.48569
qh2117,1.604,streamflowc,6.48569
qh2118,1.604,streamflowc,6.48569
qh2119,1.881,streamflowb,4.37019
qh2120,1.743,streamflowc,6.48569
qh2121,1.604,streamflowc,6.48569
qh2122,1.604,streamflowc,6.48569
qh2123,1.604,streamflowc,6.48569
qh2124,1.604,streamflowc,6.48569
qh2125,1.604,streamflowc,6.48569
qh2126,1.743,streamflowc,6.48569
qh2127,1.743,streamflowc,6.48569
qh2128,1.604,streamflowc,6.48569
qh2129,1.604,streamflowc,6.48569
qh2130,1.604,streamflowc,6.48569
qh2131,1.604,streamflowc,6.48569
qh2132,1.604,streamflowc,6.48569
qh2133,1.604,streamflowc,6.48569
qh2134,1.743,streamflowc,6.48569
qh2135,2.02,streamflowb,4.37019
qh2136,2.159,streamflowb,4.37019
qh2137,2.297,streamflowb,4.37019
qh2138,2.159,streamflowb,4.37019
qh2139,2.02,streamflowb,4.37019
qh2140,2.02,streamflowb,4.37019
qh2141,1.881,streamflowb,4.37019
qh2142,1.881,streamflowb,4.37019
qh2143,1.881,streamflowb,4.37019
qh2144,1.743,streamflowc,6.48569
qh2145,1.743,streamflowc,6.48569
qh2146,1.743,streamflowc,6.48569
qh2147,1.743,streamflowc,6.48569
qh2148,1.743,streamflowc,6.48569
qh2149,1.743,streamflowc,6.48569
qh2150,1.743,streamflowc,6.48569
qh2151,1.743,streamflowc,6.48569
qh2152,1.743,streamflowc,6.48569
qh2153,1.743,streamflowc,6.48569
qh2154,1.743,streamflowc,6.48569
qh2155,1.743,streamflowc,6.48569
qh2156,1.743,streamflowc,6.48569
qh2157,1.604,streamflowc,6.48569
qh2158,1.604,streamflowc,6.48569
qh2159,1.604,streamflowc,6.48569
qh2160,1.604,streamflowc,6.48569
qh2161,1.604,streamflowc,6.48569
qh2162,1.604,streamflowc,6.48569
qh2163,1.604,streamflowc,6.48569
qh2164,1.604,streamflowc,6.48569
qh2165,1.604,streamflowc,6.48569
qh2166,1.604,streamflowc,6.48569
qh2167,1.604,streamflowc,6.48569
qh2168,1.604,streamflowc,6.48569
qh2169,1.604,streamflowc,6.48569
qh2170,1.604,streamflowc,6.48569
qh2171,1.604,streamflowc,6.48569
qh2172,1.604,streamflowc,6.48569
qh2173,1.604,streamflowc,6.48569
qh2174,1.604,streamflowc,6.48569
qh2175,1.604,streamflowc,6.48569
qh2176,1.604,streamflowc,6.48569
qh2177,1.604,streamflowc,6.48569
qh2178,1.604,streamflowc,6.48569
qh2179,1.604,streamflowc,6.48569
qh2180,1.604,streamflowc,6.48569
qh2181,1.604,streamflowc,6.48569
qh2182,1.604,streamflowc,6.48569
qh2183,1.604,streamflowc,6.48569
qh2184,1.604,streamflowc,6.48569
qh2185,1.604,streamflowc,6.48569
qh2186,1.604,streamflowc,6.48569
qh2187,1.604,streamflowc,6.48569
qh2188,1.604,streamflowc,6.48569
qh2189,1.604,streamflowc,6.48569
qh2190,1.604,streamflowc,6.48569
qh2191,1.604,streamflowc,6.48569
qh2192,1.604,streamflowc,6.48569
qh2193,1.604,streamflowc,6.48569
qh2194,1.604,streamflowc,6.48569
qh2195,1.604,streamflowc,6.48569
qh2196,1.466,streamflowc,6.48569
qh2197,1.466,streamflowc,6.48569
qh2198,1.466,streamflowc,6.48569
qh2199,1.466,streamflowc,6.48569
qh2200,1.466,streamflowc,6.48569
qh2201,1.466,streamflowc,6.48569
qh2202,1.466,streamflowc,6.48569
qh2203,1.466,streamflowc,6.48569
qh2204,1.466,streamflowc,6.48569
qh2205,1.466,streamflowc,6.48569
qh2206,1.466,streamflowc,6.48569
qh2207,1.466,streamflowc,6.48569
qh2208,1.466,streamflowc,6.48569
qh2209,1.466,streamflowc,6.48569
qh2210,1.466,streamflowc,6.48569
qh2211,1.466,streamflowc,6.48569
qh2212,1.466,streamflowc,6.48569
qh2213,1.466,streamflowc,6.48569
qh2214,1.466,streamflowc,6.48569
qh2215,1.466,streamflowc,6.48569
qh2216,1.466,streamflowc,6.48569
qh2217,1.466,streamflowc,6.48569
qh2218,1.466,streamflowc,6.48569
qh2219,1.466,streamflowc,6.48569
qh2220,1.466,streamflowc,6.48569
qh2221,1.466,streamflowc,6.48569
qh2222,1.466,streamflowc,6.48569
qh2223,1.466,streamflowc,6.48569
qh2224,1.466,streamflowc,6.48569
qh2225,1.466,streamflowc,6.48569
qh2226,1.327,streamflowd,8.11156
qh2227,1.327,streamflowd,8.11156
qh2228,1.327,streamflowd,8.11156
qh2229,1.327,streamflowd,8.11156
qh2230,1.327,streamflowd,8.11156
qh2231,1.327,streamflowd,8.11156
qh2232,1.327,streamflowd,8.11156
qh2233,1.327,streamflowd,8.11156
qh2234,1.327,streamflowd,8.11156
qh2235,1.327,streamflowd,8.11156
qh2236,1.327,streamflowd,8.11156
qh2237,1.327,streamflowd,8.11156
qh2238,1.327,streamflowd,8.11156
qh2239,1.327,streamflowd,8.11156
qh2240,1.327,streamflowd,8.11156
qh2241,1.276,streamflowd,8.11156
qh2242,1.276,streamflowd,8.11156
qh2243,1.276,streamflowd,8.11156
qh2244,1.276,streamflowd,8.11156
qh2245,1.276,streamflowd,8.11156
qh2246,1.276,streamflowd,8.11156
qh2247,1.276,streamflowd,8.11156
qh2248,1.276,streamflowd,8.11156
qh2249,1.276,streamflowd,8.11156
qh2250,1.276,streamflowd,8.11156
qh2251,1.276,streamflowd,8.11156
qh2252,1.276,streamflowd,8.11156
qh2253,1.276,streamflowd,8.11156
qh2254,1.276,streamflowd,8.11156
qh2255,1.276,streamflowd,8.11156
qh2256,1.276,streamflowd,8.11156
qh2257,1.276,streamflowd,8.11156
qh2258,1.276,streamflowd,8.11156
qh2259,1.225,streamflowd,8.11156
qh2260,1.225,streamflowd,8.11156
qh2261,1.225,streamflowd,8.11156
qh2262,1.225,streamflowd,8.11156
qh2263,1.225,streamflowd,8.11156
qh2264,1.225,streamflowd,8.11156
qh2265,1.225,streamflowd,8.11156
qh2266,1.225,streamflowd,8.11156
qh2267,1.225,streamflowd,8.11156
qh2268,1.225,streamflowd,8.11156
qh2269,1.225,streamflowd,8.11156
qh2270,1.225,streamflowd,8.11156
qh2271,1.225,streamflowd,8.11156
qh2272,1.225,streamflowd,8.11156
qh2273,1.225,streamflowd,8.11156
qh2274,1.225,streamflowd,8.11156
qh2275,1.225,streamflowd,8.11156
qh2276,1.225,streamflowd,8.11156
qh2277,1.225,streamflowd,8.11156
qh2278,1.225,streamflowd,8.11156
qh2279,1.225,streamflowd,8.11156
qh2280,1.225,streamflowd,8.11156
qh2281,1.225,streamflowd,8.11156
qh2282,1.225,streamflowd,8.11156
qh2283,1.225,streamflowd,8.11156
qh2284,1.225,streamflowd,8.11156
qh2285,1.225,streamflowd,8.11156
qh2286,1.276,streamflowd,8.11156
qh2287,1.276,streamflowd,8.11156
qh2288,1.276,streamflowd,8.11156
qh2289,1.276,streamflowd,8.11156
qh2290,1.276,streamflowd,8.11156
qh2291,1.276,streamflowd,8.11156
qh2292,1.276,streamflowd,8.11156
qh2293,1.276,streamflowd,8.11156
qh2294,1.276,streamflowd,8.11156
qh2295,1.276,streamflowd,8.11156
qh2296,1.276,streamflowd,8.11156
qh2297,1.327,streamflowd,8.11156
qh2298,1.466,streamflowc,6.48569
qh2299,1.466,streamflowc,6.48569
qh2300,1.466,streamflowc,6.48569
qh2301,1.466,streamflowc,6.48569
qh2302,2.713,streamflowb,4.37019
qh2303,2.574,streamflowb,4.37019
qh2304,2.297,streamflowb,4.37019
qh2305,2.02,streamflowb,4.37019
qh2306,1.881,streamflowb,4.37019
qh2307,1.743,streamflowc,6.48569
qh2308,1.604,streamflowc,6.48569
qh2309,1.604,streamflowc,6.48569
qh2310,1.466,streamflowc,6.48569
qh2311,1.743,streamflowc,6.48569
qh2312,2.574,streamflowb,4.37019
qh2313,4.647,streamflowa,1.87704
qh2314,3.818,streamflowa,1.87704
qh2315,2.989,streamflowa,1.87704
qh2316,2.574,streamflowb,4.37019
qh2317,2.436,streamflowb,4.37019
qh2318,2.436,streamflowb,4.37019
qh2319,2.297,streamflowb,4.37019
qh2320,2.159,streamflowb,4.37019
qh2321,2.159,streamflowb,4.37019
qh2322,2.159,streamflowb,4.37019
qh2323,2.02,streamflowb,4.37019
qh2324,2.02,streamflowb,4.37019
qh2325,2.02,streamflowb,4.37019
qh2326,2.02,streamflowb,4.37019
qh2327,1.881,streamflowb,4.37019
qh2328,1.881,streamflowb,4.37019
qh2329,1.881,streamflowb,4.37019
qh2330,1.881,streamflowb,4.37019
qh2331,1.743,streamflowc,6.48569
qh2332,1.743,streamflowc,6.48569
qh2333,1.743,streamflowc,6.48569
qh2334,1.743,streamflowc,6.48569
qh2335,1.604,streamflowc,6.48569
qh2336,1.604,streamflowc,6.48569
qh2337,1.604,streamflowc,6.48569
qh2338,1.604,streamflowc,6.48569
qh2339,1.743,streamflowc,6.48569
qh2340,1.743,streamflowc,6.48569
qh2341,1.743,streamflowc,6.48569
qh2342,1.743,streamflowc,6.48569
qh2343,1.604,streamflowc,6.48569
qh2344,1.604,streamflowc,6.48569
qh2345,1.604,streamflowc,6.48569
qh2346,1.604,streamflowc,6.48569
qh2347,1.604,streamflowc,6.48569
qh2348,1.466,streamflowc,6.48569
qh2349,1.466,streamflowc,6.48569
qh2350,1.466,streamflowc,6.48569
qh2351,1.327,streamflowd,8.11156
qh2352,1.327,streamflowd,8.11156
qh2353,1.327,streamflowd,8.11156
qh2354,1.276,streamflowd,8.11156
qh2355,1.276,streamflowd,8.11156
qh2356,1.276,streamflowd,8.11156
qh2357,1.225,streamflowd,8.11156
qh2358,1.225,streamflowd,8.11156
qh2359,1.225,streamflowd,8.11156
qh2360,1.175,streamflowd,8.11156
qh2361,1.175,streamflowd,8.11156
qh2362,1.175,streamflowd,8.11156
qh2363,1.225,streamflowd,8.11156
qh2364,1.175,streamflowd,8.11156
qh2365,1.124,streamflowd,8.11156
qh2366,1.124,streamflowd,8.11156
qh2367,1.124,streamflowd,8.11156
qh2368,1.124,streamflowd,8.11156
qh2369,1.124,streamflowd,8.11156
qh2370,1.124,streamflowd,8.11156
qh2371,1.124,streamflowd,8.11156
qh2372,1.124,streamflowd,8.11156
qh2373,1.124,streamflowd,8.11156
qh2374,1.124,streamflowd,8.11156
qh2375,1.124,streamflowd,8.11156
qh2376,1.124,streamflowd,8.11156
qh2377,1.124,streamflowd,8.11156
qh2378,1.124,streamflowd,8.11156
qh2379,1.124,streamflowd,8.11156
qh2380,1.124,streamflowd,8.11156
qh2381,1.124,streamflowd,8.11156
qh2382,1.124,streamflowd,8.11156
qh2383,1.124,streamflowd,8.11156
qh2384,1.124,streamflowd,8.11156
qh2385,1.124,streamflowd,8.11156
qh2386,1.124,streamflowd,8.11156
qh2387,1.124,streamflowd,8.11156
qh2388,1.124,streamflowd,8.11156
qh2389,1.124,streamflowd,8.11156
qh2390,1.124,streamflowd,8.11156
qh2391,1.124,streamflowd,8.11156
qh2392,1.124,streamflowd,8.11156
qh2393,1.124,streamflowd,8.11156
qh2394,1.124,streamflowd,8.11156
qh2395,1.124,streamflowd,8.11156
qh2396,1.124,streamflowd,8.11156
qh2397,1.124,streamflowd,8.11156
qh2398,1.124,streamflowd,8.11156
qh2399,1.124,streamflowd,8.11156
qh2400,1.124,streamflowd,8.11156
qh2401,1.124,streamflowd,8.11156
qh2402,1.124,streamflowd,8.11156
qh2403,1.124,streamflowd,8.11156
qh2404,1.124,streamflowd,8.11156
qh2405,1.124,streamflowd,8.11156
qh2406,1.073,streamflowd,8.11156
qh2407,1.073,streamflowd,8.11156
qh2408,1.073,streamflowd,8.11156
qh2409,1.073,streamflowd,8.11156
qh2410,1.073,streamflowd,8.11156
qh2411,1.073,streamflowd,8.11156
qh2412,1.073,streamflowd,8.11156
qh2413,1.073,streamflowd,8.11156
qh2414,1.073,streamflowd,8.11156
qh2415,1.073,streamflowd,8.11156
qh2416,1.073,streamflowd,8.11156
qh2417,1.073,streamflowd,8.11156
qh2418,1.073,streamflowd,8.11156
qh2419,1.073,streamflowd,8.11156
qh2420,1.073,streamflowd,8.11156
qh2421,1.073,streamflowd,8.11156
qh2422,1.073,streamflowd,8.11156
qh2423,1.073,streamflowd,8.11156
qh2424,1.073,streamflowd,8.11156
qh2425,1.073,streamflowd,8.11156
qh2426,1.073,streamflowd,8.11156
qh2427,1.073,streamflowd,8.11156
qh2428,1.073,streamflowd,8.11156
qh2429,1.073,streamflowd,8.11156
qh2430,1.073,streamflowd,8.11156
qh2431,1.073,streamflowd,8.11156
qh2432,1.073,streamflowd,8.11156
qh2433,1.073,streamflowd,8.11156
qh2434,1.073,streamflowd,8.11156
qh2435,1.073,streamflowd,8.11156
qh2436,1.073,streamflowd,8.11156
qh2437,1.073,streamflowd,8.11156
qh2438,1.073,streamflowd,8.11156
qh2439,1.073,streamflowd,8.11156
qh2440,1.073,streamflowd,8.11156
qh2441,1.073,streamflowd,8.11156
qh2442,1.073,streamflowd,8.11156
qh2443,1.073,streamflowd,8.11156
qh2444,1.073,streamflowd,8.11156
qh2445,1.073,streamflowd,8.11156
qh2446,1.073,streamflowd,8.11156
qh2447,1.073,streamflowd,8.11156
qh2448,1.073,streamflowd,8.11156
qh2449,1.073,streamflowd,8.11156
qh2450,1.073,streamflowd,8.11156
qh2451,1.073,streamflowd,8.11156
qh2452,1.073,streamflowd,8.11156
qh2453,1.073,streamflowd,8.11156
qh2454,1.073,streamflowd,8.11156
qh2455,1.073,streamflowd,8.11156
qh2456,1.073,streamflowd,8.11156
qh2457,1.073,streamflowd,8.11156
qh2458,1.073,streamflowd,8.11156
qh2459,1.073,streamflowd,8.11156
qh2460,1.073,streamflowd,8.11156
qh2461,1.124,streamflowd,8.11156
qh2462,1.124,streamflowd,8.11156
qh2463,1.124,streamflowd,8.11156
qh2464,1.175,streamflowd,8.11156
qh2465,1.175,streamflowd,8.11156
qh2466,1.316,streamflowd,8.11156
qh2467,1.316,streamflowd,8.11156
qh2468,1.249,streamflowd,8.11156
qh2469,1.249,streamflowd,8.11156
qh2470,1.249,streamflowd,8.11156
qh2471,1.249,streamflowd,8.11156
qh2472,1.249,streamflowd,8.11156
qh2473,1.249,streamflowd,8.11156
qh2474,1.249,streamflowd,8.11156
qh2475,1.249,streamflowd,8.11156
qh2476,1.249,streamflowd,8.11156
qh2477,1.182,streamflowd,8.11156
qh2478,1.182,streamflowd,8.11156
qh2479,1.182,streamflowd,8.11156
qh2480,1.182,streamflowd,8.11156
qh2481,1.182,streamflowd,8.11156
qh2482,1.182,streamflowd,8.11156
qh2483,1.182,streamflowd,8.11156
qh2484,1.182,streamflowd,8.11156
qh2485,1.182,streamflowd,8.11156
qh2486,1.182,streamflowd,8.11156
qh2487,1.182,streamflowd,8.11156
qh2488,1.182,streamflowd,8.11156
qh2489,1.182,streamflowd,8.11156
qh2490,1.182,streamflowd,8.11156
qh2491,1.182,streamflowd,8.11156
qh2492,1.182,streamflowd,8.11156
qh2493,1.182,streamflowd,8.11156
qh2494,1.182,streamflowd,8.11156
qh2495,1.182,streamflowd,8.11156
qh2496,1.182,streamflowd,8.11156
qh2497,1.182,streamflowd,8.11156
qh2498,1.116,streamflowd,8.11156
qh2499,1.116,streamflowd,8.11156
qh2500,1.516,streamflowc,6.48569
qh2501,3.223,streamflowa,1.87704
qh2502,2.325,streamflowb,4.37019
qh2503,2.069,streamflowb,4.37019
qh2504,1.834,streamflowb,4.37019
qh2505,1.946,streamflowb,4.37019
qh2506,3.927,streamflowa,1.87704
qh2507,3.927,streamflowa,1.87704
qh2508,4.114,streamflowa,1.87704
qh2509,3.057,streamflowa,1.87704
qh2510,2.747,streamflowb,4.37019
qh2511,2.458,streamflowb,4.37019
qh2512,2.325,streamflowb,4.37019
qh2513,2.191,streamflowb,4.37019
qh2514,2.191,streamflowb,4.37019
qh2515,2.069,streamflowb,4.37019
qh2516,1.946,streamflowb,4.37019
qh2517,1.946,streamflowb,4.37019
qh2518,1.946,streamflowb,4.37019
qh2519,1.834,streamflowb,4.37019
qh2520,1.834,streamflowb,4.37019
qh2521,1.721,streamflowc,6.48569
qh2522,1.721,streamflowc,6.48569
qh2523,1.721,streamflowc,6.48569
qh2524,1.721,streamflowc,6.48569
qh2525,1.721,streamflowc,6.48569
qh2526,1.721,streamflowc,6.48569
qh2527,1.721,streamflowc,6.48569
qh2528,1.721,streamflowc,6.48569
qh2529,1.619,streamflowc,6.48569
qh2530,1.619,streamflowc,6.48569
qh2531,1.619,streamflowc,6.48569
qh2532,1.619,streamflowc,6.48569
qh2533,1.619,streamflowc,6.48569
qh2534,1.619,streamflowc,6.48569
qh2535,1.619,streamflowc,6.48569
qh2536,1.619,streamflowc,6.48569
qh2537,1.619,streamflowc,6.48569
qh2538,1.619,streamflowc,6.48569
qh2539,1.619,streamflowc,6.48569
qh2540,1.619,streamflowc,6.48569
qh2541,1.516,streamflowc,6.48569
qh2542,1.619,streamflowc,6.48569
qh2543,1.721,streamflowc,6.48569
qh2544,1.834,streamflowb,4.37019
qh2545,1.946,streamflowb,4.37019
qh2546,1.946,streamflowb,4.37019
qh2547,1.946,streamflowb,4.37019
qh2548,1.946,streamflowb,4.37019
qh2549,1.946,streamflowb,4.37019
qh2550,1.946,streamflowb,4.37019
qh2551,1.834,streamflowb,4.37019
qh2552,1.834,streamflowb,4.37019
qh2553,1.834,streamflowb,4.37019
qh2554,1.834,streamflowb,4.37019
qh2555,1.834,streamflowb,4.37019
qh2556,1.834,streamflowb,4.37019
qh2557,1.834,streamflowb,4.37019
qh2558,1.834,streamflowb,4.37019
qh2559,1.834,streamflowb,4.37019
qh2560,1.721,streamflowc,6.48569
qh2561,1.721,streamflowc,6.48569
qh2562,1.721,streamflowc,6.48569
qh2563,1.721,streamflowc,6.48569
qh2564,1.721,streamflowc,6.48569
qh2565,1.721,streamflowc,6.48569
qh2566,1.721,streamflowc,6.48569
qh2567,1.721,streamflowc,6.48569
qh2568,1.721,streamflowc,6.48569
qh2569,1.721,streamflowc,6.48569
qh2570,1.721,streamflowc,6.48569
qh2571,1.721,streamflowc,6.48569
qh2572,1.721,streamflowc,6.48569
qh2573,1.721,streamflowc,6.48569
qh2574,1.834,streamflowb,4.37019
qh2575,2.069,streamflowb,4.37019
qh2576,11.996,streamflowa,1.87704
qh2577,14.145,streamflowa,1.87704
qh2578,8.442,streamflowa,1.87704
qh2579,6.807,streamflowa,1.87704
qh2580,5.364,streamflowa,1.87704
qh2581,5.364,streamflowa,1.87704
qh2582,7.069,streamflowa,1.87704
qh2583,6.065,streamflowa,1.87704
qh2584,5.824,streamflowa,1.87704
qh2585,11.28,streamflowa,1.87704
qh2586,9.03,streamflowa,1.87704
qh2587,6.807,streamflowa,1.87704
qh2588,6.065,streamflowa,1.87704
qh2589,5.824,streamflowa,1.87704
qh2590,7.604,streamflowa,1.87704
qh2591,7.331,streamflowa,1.87704
qh2592,5.824,streamflowa,1.87704
qh2593,5.145,streamflowa,1.87704
qh2594,4.718,streamflowa,1.87704
qh2595,4.312,streamflowa,1.87704
qh2596,3.927,streamflowa,1.87704
qh2597,3.74,streamflowa,1.87704
qh2598,3.564,streamflowa,1.87704
qh2599,3.388,streamflowa,1.87704
qh2600,3.388,streamflowa,1.87704
qh2601,3.223,streamflowa,1.87704
qh2602,3.223,streamflowa,1.87704
qh2603,3.223,streamflowa,1.87704
qh2604,3.223,streamflowa,1.87704
qh2605,3.057,streamflowa,1.87704
qh2606,3.057,streamflowa,1.87704
qh2607,3.057,streamflowa,1.87704
qh2608,3.057,streamflowa,1.87704
qh2609,3.057,streamflowa,1.87704
qh2610,4.114,streamflowa,1.87704
qh2611,6.807,streamflowa,1.87704
qh2612,6.065,streamflowa,1.87704
qh2613,5.364,streamflowa,1.87704
qh2614,4.718,streamflowa,1.87704
qh2615,4.509,streamflowa,1.87704
qh2616,4.312,streamflowa,1.87704
qh2617,4.114,streamflowa,1.87704
qh2618,3.927,streamflowa,1.87704
qh2619,3.927,streamflowa,1.87704
qh2620,3.927,streamflowa,1.87704
qh2621,3.927,streamflowa,1.87704
qh2622,4.718,streamflowa,1.87704
qh2623,5.594,streamflowa,1.87704
qh2624,12.713,streamflowa,1.87704
qh2625,20.945,streamflowa,1.87704
qh2626,15.738,streamflowa,1.87704
qh2627,13.429,streamflowa,1.87704
qh2628,11.638,streamflowa,1.87704
qh2629,9.639,streamflowa,1.87704
qh2630,7.876,streamflowa,1.87704
qh2631,7.069,streamflowa,1.87704
qh2632,6.305,streamflowa,1.87704
qh2633,6.065,streamflowa,1.87704
qh2634,7.604,streamflowa,1.87704
qh2635,7.331,streamflowa,1.87704
qh2636,10.27,streamflowa,1.87704
qh2637,9.03,streamflowa,1.87704
qh2638,7.604,streamflowa,1.87704
qh2639,7.069,streamflowa,1.87704
qh2640,6.556,streamflowa,1.87704
qh2641,6.305,streamflowa,1.87704
qh2642,25.863,streamflowa,1.87704
qh2643,41.79,streamflowa,1.87704
qh2644,33.033,streamflowa,1.87704
qh2645,32.461,streamflowa,1.87704
qh2646,39.807,streamflowa,1.87704
qh2647,25.344,streamflowa,1.87704
qh2648,17.796,streamflowa,1.87704
qh2649,14.503,streamflowa,1.87704
qh2650,13.429,streamflowa,1.87704
qh2651,12.713,streamflowa,1.87704
qh2652,11.996,streamflowa,1.87704
qh2653,10.922,streamflowa,1.87704
qh2654,9.335,streamflowa,1.87704
qh2655,8.736,streamflowa,1.87704
qh2656,8.159,streamflowa,1.87704
qh2657,7.331,streamflowa,1.87704
qh2658,6.556,streamflowa,1.87704
qh2659,6.065,streamflowa,1.87704
qh2660,5.594,streamflowa,1.87704
qh2661,5.364,streamflowa,1.87704
qh2662,4.926,streamflowa,1.87704
qh2663,4.718,streamflowa,1.87704
qh2664,4.509,streamflowa,1.87704
qh2665,4.312,streamflowa,1.87704
qh2666,4.114,streamflowa,1.87704
qh2667,4.114,streamflowa,1.87704
qh2668,3.927,streamflowa,1.87704
qh2669,3.74,streamflowa,1.87704
qh2670,3.74,streamflowa,1.87704
qh2671,3.564,streamflowa,1.87704
qh2672,3.388,streamflowa,1.87704
qh2673,3.388,streamflowa,1.87704
qh2674,3.564,streamflowa,1.87704
qh2675,3.564,streamflowa,1.87704
qh2676,3.564,streamflowa,1.87704
qh2677,3.388,streamflowa,1.87704
qh2678,3.388,streamflowa,1.87704
qh2679,3.388,streamflowa,1.87704
qh2680,3.388,streamflowa,1.87704
qh2681,3.223,streamflowa,1.87704
qh2682,3.223,streamflowa,1.87704
qh2683,3.223,streamflowa,1.87704
qh2684,3.057,streamflowa,1.87704
qh2685,3.057,streamflowa,1.87704
qh2686,3.057,streamflowa,1.87704
qh2687,2.902,streamflowb,4.37019
qh2688,2.902,streamflowb,4.37019
qh2689,2.902,streamflowb,4.37019
qh2690,2.747,streamflowb,4.37019
qh2691,2.747,streamflowb,4.37019
qh2692,2.747,streamflowb,4.37019
qh2693,2.747,streamflowb,4.37019
qh2694,2.747,streamflowb,4.37019
qh2695,2.902,streamflowb,4.37019
qh2696,2.902,streamflowb,4.37019
qh2697,2.902,streamflowb,4.37019
qh2698,2.902,streamflowb,4.37019
qh2699,2.902,streamflowb,4.37019
qh2700,2.747,streamflowb,4.37019
qh2701,2.747,streamflowb,4.37019
qh2702,2.747,streamflowb,4.37019
qh2703,2.747,streamflowb,4.37019
qh2704,2.747,streamflowb,4.37019
qh2705,2.747,streamflowb,4.37019
qh2706,2.747,streamflowb,4.37019
qh2707,2.747,streamflowb,4.37019
qh2708,2.747,streamflowb,4.37019
qh2709,2.747,streamflowb,4.37019
qh2710,2.603,streamflowb,4.37019
qh2711,2.603,streamflowb,4.37019
qh2712,2.458,streamflowb,4.37019
qh2713,2.458,streamflowb,4.37019
qh2714,2.325,streamflowb,4.37019
qh2715,2.325,streamflowb,4.37019
qh2716,2.325,streamflowb,4.37019
qh2717,2.191,streamflowb,4.37019
qh2718,2.191,streamflowb,4.37019
qh2719,2.191,streamflowb,4.37019
qh2720,2.191,streamflowb,4.37019
qh2721,2.191,streamflowb,4.37019
qh2722,2.191,streamflowb,4.37019
qh2723,2.191,streamflowb,4.37019
qh2724,2.191,streamflowb,4.37019
qh2725,2.069,streamflowb,4.37019
qh2726,2.069,streamflowb,4.37019
qh2727,2.069,streamflowb,4.37019
qh2728,2.069,streamflowb,4.37019
qh2729,1.946,streamflowb,4.37019
qh2730,1.946,streamflowb,4.37019
qh2731,1.946,streamflowb,4.37019
qh2732,2.069,streamflowb,4.37019
qh2733,2.069,streamflowb,4.37019
qh2734,1.946,streamflowb,4.37019
qh2735,1.946,streamflowb,4.37019
qh2736,1.834,streamflowb,4.37019
qh2737,1.834,streamflowb,4.37019
qh2738,1.834,streamflowb,4.37019
qh2739,1.834,streamflowb,4.37019
qh2740,1.834,streamflowb,4.37019
qh2741,1.834,streamflowb,4.37019
qh2742,1.721,streamflowc,6.48569
qh2743,1.721,streamflowc,6.48569
qh2744,1.721,streamflowc,6.48569
qh2745,1.721,streamflowc,6.48569
qh2746,1.721,streamflowc,6.48569
qh2747,1.721,streamflowc,6.48569
