name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
qa1878,8.632,3.57061e-15,8.632,8.632,8.632,8.632,5.81534,0.531397,4.658,7.745,5.28394,6.34674,0.887
qa1879,11.65,0,11.65,11.65,11.65,11.65,5.99799,0.539654,4.661,7.861,5.45834,6.53764,3.789
qa1880,16.43,3.57061e-15,16.43,16.43,16.43,16.43,5.95229,0.515187,4.571,7.495,5.4371,6.46748,8.935
qa1881,12.145,0,12.145,12.145,12.145,12.145,5.78397,0.481073,4.398,6.952,5.3029,6.26504,5.193
qa1882,10.208,0,10.208,10.208,10.208,10.208,5.53856,0.447018,4.222,6.461,5.09154,5.98558,3.747
qa1883,8.407,3.57061e-15,8.407,8.407,8.407,8.407,5.29884,0.418557,4.045,6.175,4.88028,5.7174,2.232
qa1884,7.8,2.67796e-15,7.8,7.8,7.8,7.8,5.07708,0.388339,3.888,5.919,4.68874,5.46542,1.881
qa1885,7.192,4.46326e-15,7.192,7.192,7.192,7.192,4.83021,0.370627,3.731,5.573,4.45958,5.20084,1.619
qa1886,6.585,8.92653e-16,6.585,6.585,6.585,6.585,4.5869,0.350495,3.599,5.27,4.2364,4.9374,1.315
qa1887,6.202,8.92653e-16,6.202,6.202,6.202,6.202,4.35646,0.338043,3.409,5.007,4.01842,4.6945,1.195
qa1888,5.663,8.92653e-16,5.663,5.663,5.663,5.663,4.14111,0.325601,3.277,4.783,3.81551,4.46671,0.88
qa1889,5.303,1.78531e-15,5.303,5.303,5.303,5.303,3.94192,0.314578,3.082,4.564,3.62734,4.2565,0.739
qa1890,4.944,1.78531e-15,4.944,4.944,4.944,4.944,4.21833,0.310225,3.316,4.866,3.9081,4.52856,0.078
qa1898,5.303,1.78531e-15,5.303,5.303,5.303,5.303,4.40955,0.285049,3.552,5.069,4.1245,4.6946,0.234
qa1902,12.889,5.35592e-15,12.889,12.889,12.889,12.889,8.26111,1.14062,5.386,12.2,7.12049,9.40173,0.689
qa1903,18.776,7.14122e-15,18.776,18.776,18.776,18.776,8.28673,1.12993,5.195,12.17,7.1568,9.41666,6.606
qa1904,18.483,0,18.483,18.483,18.483,18.483,7.99213,1.01391,4.924,11.37,6.97822,9.00604,7.113
qa1905,13.408,1.78531e-15,13.408,13.408,13.408,13.408,7.56422,0.877498,4.673,10.26,6.68672,8.44172,3.148
qa1906,11.154,1.78531e-15,11.154,11.154,11.154,11.154,7.11845,0.773809,4.401,9.244,6.34464,7.89226,1.91
qa1907,9.983,1.78531e-15,9.983,9.983,9.983,9.983,6.66485,0.689479,4.143,8.381,5.97537,7.35433,1.602
qa1908,8.632,3.57061e-15,8.632,8.632,8.632,8.632,6.36287,0.64138,4.033,8.115,5.72149,7.00425,0.517
qa1909,8.205,5.35592e-15,8.205,8.205,8.205,8.205,6.06516,0.610752,3.906,7.871,5.45441,6.67591,0.334
qa1910,8.205,5.35592e-15,8.205,8.205,8.205,8.205,5.73718,0.588757,3.729,7.565,5.14842,6.32594,0.64
qa1911,8.002,1.78531e-15,8.002,8.002,8.002,8.002,5.59828,0.576965,3.699,7.477,5.02132,6.17524,0.525
qa1912,8.205,5.35592e-15,8.205,8.205,8.205,8.205,5.63133,0.584465,3.762,7.498,5.04687,6.21579,0.707
qa1913,9.983,1.78531e-15,9.983,9.983,9.983,9.983,5.46184,0.584499,3.631,7.326,4.87734,6.04634,2.657
qa1914,8.407,3.57061e-15,8.407,8.407,8.407,8.407,5.28233,0.579685,3.513,7.183,4.70265,5.86201,1.224
qa1915,7.597,8.92653e-16,7.597,7.597,7.597,7.597,5.21389,0.577567,3.5,7.119,4.63632,5.79146,0.478
qa1916,6.99,8.92653e-16,6.99,6.99,6.99,6.99,5.04313,0.576535,3.367,6.937,4.4666,5.61966,0.053
qa1936,3.641,8.92653e-16,3.641,3.641,3.641,3.641,2.66739,0.366426,1.703,3.589,2.30096,3.03382,0.052
qa1949,4.584,2.67796e-15,4.584,4.584,4.584,4.584,3.38896,0.369934,2.517,4.386,3.01903,3.75889,0.198
qa1950,5.123,1.78531e-15,5.123,5.123,5.123,5.123,3.31715,0.371811,2.493,4.343,2.94534,3.68896,0.78
qa1951,4.764,1.78531e-15,4.764,4.764,4.764,4.764,3.30913,0.37858,2.484,4.447,2.93055,3.68771,0.317
qa1952,4.584,2.67796e-15,4.584,4.584,4.584,4.584,3.2093,0.374084,2.416,4.301,2.83522,3.58338,0.283
qa1953,5.123,1.78531e-15,5.123,5.123,5.123,5.123,3.70688,0.419694,2.79,5.103,3.28719,4.12657,0.02
qa1954,8.002,1.78531e-15,8.002,8.002,8.002,8.002,3.69984,0.435728,2.77,5.208,3.26411,4.13557,2.794
qa1955,6.585,8.92653e-16,6.585,6.585,6.585,6.585,3.60777,0.428392,2.668,5.092,3.17938,4.03616,1.493
qa1956,4.944,1.78531e-15,4.944,4.944,4.944,4.944,3.4761,0.414183,2.557,4.92,3.06192,3.89028,0.024
qa1957,5.123,1.78531e-15,5.123,5.123,5.123,5.123,3.3326,0.387481,2.482,4.651,2.94512,3.72008,0.472
qa1958,4.764,1.78531e-15,4.764,4.764,4.764,4.764,3.1956,0.366754,2.392,4.421,2.82885,3.56235,0.343
qa1959,4.764,1.78531e-15,4.764,4.764,4.764,4.764,3.05447,0.342521,2.281,4.159,2.71195,3.39699,0.605
qa1960,4.584,2.67796e-15,4.584,4.584,4.584,4.584,3.29355,0.364627,2.501,4.503,2.92892,3.65818,0.081
qa1961,5.123,1.78531e-15,5.123,5.123,5.123,5.123,3.2553,0.366325,2.456,4.522,2.88898,3.62162,0.601
qa1962,4.584,2.67796e-15,4.584,4.584,4.584,4.584,3.17305,0.3614,2.381,4.404,2.81165,3.53445,0.18
qa1963,4.27,2.67796e-15,4.27,4.27,4.27,4.27,3.07149,0.346858,2.337,4.242,2.72463,3.41835,0.028
qa1964,4.113,0,4.113,4.113,4.113,4.113,2.95607,0.331144,2.246,4.084,2.62493,3.28721,0.029
qa1965,3.956,1.78531e-15,3.956,3.956,3.956,3.956,2.83993,0.315002,2.189,3.854,2.52493,3.15493,0.102
qa1966,3.799,2.23163e-15,3.799,3.799,3.799,3.799,2.72916,0.301486,2.114,3.653,2.42767,3.03065,0.146
qa1967,3.799,2.23163e-15,3.799,3.799,3.799,3.799,2.62837,0.286247,2.021,3.439,2.34212,2.91462,0.36
qa1968,3.641,8.92653e-16,3.641,3.641,3.641,3.641,2.527,0.272649,1.898,3.246,2.25435,2.79965,0.395
qa1969,3.484,0,3.484,3.484,3.484,3.484,2.43334,0.265919,1.766,3.053,2.16742,2.69926,0.431
qa1970,3.484,0,3.484,3.484,3.484,3.484,2.34945,0.2563,1.678,2.9,2.09315,2.60575,0.584
qa1971,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.26904,0.252618,1.551,2.777,2.01642,2.52166,0.55
qa1972,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.1975,0.246532,1.49,2.744,1.95097,2.44403,0.583
qa1973,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.16667,0.241881,1.521,2.716,1.92479,2.40855,0.611
qa1974,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.09866,0.239444,1.432,2.65,1.85922,2.3381,0.677
qa1975,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.19845,0.234258,1.698,2.722,1.96419,2.43271,0.605
qa1976,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.35355,0.245914,1.806,2.828,2.10764,2.59946,0.499
qa1977,3.484,0,3.484,3.484,3.484,3.484,2.30925,0.244602,1.764,2.777,2.06465,2.55385,0.707
qa1978,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.25138,0.243591,1.669,2.73,2.00779,2.49497,0.597
qa1979,3.17,1.33898e-15,3.17,3.17,3.17,3.17,2.1857,0.245259,1.546,2.688,1.94044,2.43096,0.482
qa1980,3.17,1.33898e-15,3.17,3.17,3.17,3.17,2.11629,0.24175,1.472,2.645,1.87454,2.35804,0.525
qa1981,3.013,4.46326e-16,3.013,3.013,3.013,3.013,2.04782,0.240072,1.358,2.582,1.80775,2.28789,0.431
qa1982,3.17,1.33898e-15,3.17,3.17,3.17,3.17,1.98438,0.23997,1.315,2.554,1.74441,2.22435,0.616
qa1983,3.17,1.33898e-15,3.17,3.17,3.17,3.17,2.0288,0.247004,1.344,2.591,1.7818,2.2758,0.579
qa1984,3.641,8.92653e-16,3.641,3.641,3.641,3.641,2.15358,0.266843,1.483,2.808,1.88674,2.42042,0.833
qa1985,4.764,1.78531e-15,4.764,4.764,4.764,4.764,2.12405,0.266794,1.45,2.779,1.85726,2.39084,1.985
qa1986,3.956,1.78531e-15,3.956,3.956,3.956,3.956,2.07718,0.262885,1.417,2.696,1.8143,2.34006,1.26
qa1987,3.641,8.92653e-16,3.641,3.641,3.641,3.641,2.02482,0.257482,1.36,2.615,1.76734,2.2823,1.026
qa1988,3.484,0,3.484,3.484,3.484,3.484,1.9684,0.254907,1.288,2.562,1.71349,2.22331,0.922
qa1989,3.327,1.33898e-15,3.327,3.327,3.327,3.327,1.90967,0.249701,1.211,2.468,1.65997,2.15937,0.859
qa1990,3.17,1.33898e-15,3.17,3.17,3.17,3.17,1.85536,0.243764,1.157,2.404,1.6116,2.09912,0.766
qa1991,3.17,1.33898e-15,3.17,3.17,3.17,3.17,1.80271,0.240497,1.103,2.336,1.56221,2.04321,0.834
qa1992,3.013,4.46326e-16,3.013,3.013,3.013,3.013,1.75156,0.23695,1.056,2.301,1.51461,1.98851,0.712
qa1993,2.873,8.92653e-16,2.873,2.873,2.873,2.873,1.70405,0.233048,1.009,2.241,1.471,1.9371,0.632
qa1994,2.873,8.92653e-16,2.873,2.873,2.873,2.873,1.6611,0.232108,0.9675,2.23,1.42899,1.8932,0.643
qa1995,2.873,8.92653e-16,2.873,2.873,2.873,2.873,1.62167,0.231515,0.9243,2.185,1.39016,1.85319,0.688
qa1996,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.58085,0.230249,0.8849,2.167,1.3506,1.8111,0.566
qa1997,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.54711,0.230564,0.8348,2.146,1.31654,1.77767,0.587
qa1998,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.51697,0.23207,0.8178,2.112,1.2849,1.74904,0.621
qa1999,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.48599,0.232224,0.7943,2.09,1.25377,1.71821,0.643
qa2000,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.45705,0.231949,0.7585,2.054,1.2251,1.689,0.679
qa2001,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.42988,0.232204,0.7403,2.015,1.19768,1.66209,0.718
qa2002,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.40627,0.234597,0.7478,2.01,1.17168,1.64087,0.723
qa2003,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.38139,0.234527,0.6861,1.98,1.14686,1.61591,0.753
qa2004,2.593,1.78531e-15,2.593,2.593,2.593,2.593,1.35555,0.236577,0.6762,1.949,1.11897,1.59212,0.644
qa2005,2.593,1.78531e-15,2.593,2.593,2.593,2.593,1.33337,0.23683,0.6631,1.949,1.09654,1.5702,0.644
qa2006,2.453,1.33898e-15,2.453,2.453,2.453,2.453,1.313,0.240904,0.6432,1.929,1.0721,1.55391,0.524
qa2007,2.453,1.33898e-15,2.453,2.453,2.453,2.453,1.29487,0.240569,0.6472,1.885,1.0543,1.53544,0.568
qa2008,2.453,1.33898e-15,2.453,2.453,2.453,2.453,1.2709,0.243932,0.6034,1.878,1.02697,1.51483,0.575
qa2009,2.453,1.33898e-15,2.453,2.453,2.453,2.453,1.25322,0.244103,0.5937,1.85,1.00912,1.49732,0.603
qa2010,2.313,8.92653e-16,2.313,2.313,2.313,2.313,1.23434,0.24359,0.5715,1.844,0.99075,1.47793,0.469
qa2011,2.313,8.92653e-16,2.313,2.313,2.313,2.313,1.21423,0.246923,0.5803,1.822,0.967302,1.46115,0.491
qa2012,2.313,8.92653e-16,2.313,2.313,2.313,2.313,1.19873,0.24742,0.5445,1.804,0.951311,1.44615,0.509
qa2013,2.313,8.92653e-16,2.313,2.313,2.313,2.313,1.1802,0.249958,0.5384,1.785,0.930244,1.43016,0.528
qa2014,2.313,8.92653e-16,2.313,2.313,2.313,2.313,1.16454,0.253419,0.5495,1.765,0.911116,1.41795,0.548
qa2015,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.1485,0.254208,0.5346,1.744,0.89429,1.40271,0.44
qa2016,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.13313,0.256003,0.5027,1.743,0.877126,1.38913,0.441
qa2017,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.11796,0.254136,0.5029,1.717,0.863828,1.3721,0.467
qa2018,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.10269,0.254504,0.4943,1.709,0.84819,1.3572,0.475
qa2019,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.09042,0.256487,0.4409,1.675,0.833938,1.34691,0.509
qa2020,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.07866,0.257735,0.4501,1.663,0.820921,1.33639,0.521
qa2021,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.06512,0.258539,0.4316,1.625,0.806586,1.32366,0.559
qa2022,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.05572,0.258402,0.4235,1.632,0.797319,1.31412,0.552
qa2023,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.04237,0.255075,0.4048,1.609,0.787292,1.29744,0.575
qa2024,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.03418,0.254733,0.3962,1.603,0.779448,1.28891,0.581
qa2025,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.02204,0.253549,0.3833,1.578,0.768492,1.27559,0.606
qa2026,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.01214,0.252757,0.3782,1.564,0.759382,1.2649,0.62
qa2027,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.00003,0.254557,0.3787,1.562,0.745476,1.25459,0.622
qa2028,2.184,8.92653e-16,2.184,2.184,2.184,2.184,0.992343,0.254316,0.3855,1.535,0.738027,1.24666,0.649
qa2029,2.184,8.92653e-16,2.184,2.184,2.184,2.184,0.981791,0.25346,0.3787,1.558,0.728331,1.23525,0.626
qa2030,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.97202,0.251689,0.3558,1.531,0.720331,1.22371,0.525
qa2031,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.96453,0.250481,0.3848,1.522,0.714049,1.21501,0.534
qa2032,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.953437,0.24757,0.3649,1.502,0.705867,1.20101,0.554
qa2033,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.946992,0.244486,0.3642,1.481,0.702506,1.19148,0.575
qa2034,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.940066,0.246533,0.3643,1.48,0.693533,1.1866,0.576
qa2035,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.931144,0.243207,0.3605,1.444,0.687937,1.17435,0.612
qa2036,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.925484,0.244515,0.3624,1.45,0.680969,1.17,0.606
qa2037,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.917497,0.241455,0.3607,1.431,0.676042,1.15895,0.625
qa2038,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.912582,0.241039,0.331,1.413,0.671543,1.15362,0.643
qa2039,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.903702,0.240176,0.3357,1.423,0.663526,1.14388,0.633
qa2040,1.927,2.23163e-16,1.927,1.927,1.927,1.927,0.897467,0.239331,0.3539,1.394,0.658136,1.1368,0.533
qa2041,1.927,2.23163e-16,1.927,1.927,1.927,1.927,0.889986,0.236749,0.3493,1.428,0.653237,1.12674,0.499
qa2042,1.927,2.23163e-16,1.927,1.927,1.927,1.927,0.883479,0.234651,0.3295,1.411,0.648828,1.11813,0.516
qa2043,1.927,2.23163e-16,1.927,1.927,1.927,1.927,0.876131,0.233811,0.3157,1.371,0.64232,1.10994,0.556
qa2044,1.799,2.23163e-16,1.799,1.799,1.799,1.799,0.866615,0.230459,0.3251,1.392,0.636156,1.09707,0.407
qa2045,1.799,2.23163e-16,1.799,1.799,1.799,1.799,0.862858,0.23046,0.3144,1.362,0.632398,1.09332,0.437
qa2046,1.799,2.23163e-16,1.799,1.799,1.799,1.799,0.857245,0.227571,0.3049,1.353,0.629674,1.08482,0.446
qa2047,1.799,2.23163e-16,1.799,1.799,1.799,1.799,0.852788,0.226853,0.3153,1.356,0.625935,1.07964,0.443
qa2048,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.847328,0.226458,0.3026,1.336,0.62087,1.07379,0.334
qa2049,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.841139,0.224864,0.304,1.319,0.616275,1.066,0.351
qa2050,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.90065,0.244951,0.3404,1.445,0.655699,1.1456,0.225
qa2051,1.927,2.23163e-16,1.927,1.927,1.927,1.927,0.883955,0.239747,0.3298,1.424,0.644208,1.1237,0.503
qa2052,1.799,2.23163e-16,1.799,1.799,1.799,1.799,0.87123,0.230499,0.3167,1.34,0.640731,1.10173,0.459
qa2053,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.858884,0.22427,0.3141,1.326,0.634614,1.08315,0.344
qa2054,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.847766,0.219306,0.3166,1.297,0.62846,1.06707,0.373
qa2055,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.831765,0.215958,0.3152,1.266,0.615807,1.04772,0.404
qa2056,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.827622,0.21598,0.3089,1.262,0.611642,1.0436,0.408
qa2057,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.818256,0.212162,0.3083,1.236,0.606094,1.03042,0.434
qa2058,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.81026,0.214965,0.3089,1.248,0.595295,1.02522,0.422
qa2059,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.804703,0.216345,0.3033,1.254,0.588358,1.02105,0.416
qa2060,1.555,0,1.555,1.555,1.555,1.555,0.797616,0.214417,0.2888,1.264,0.583199,1.01203,0.291
qa2061,1.555,0,1.555,1.555,1.555,1.555,0.789242,0.212797,0.2889,1.26,0.576445,1.00204,0.295
qa2062,1.555,0,1.555,1.555,1.555,1.555,0.783425,0.210355,0.2961,1.219,0.57307,0.99378,0.336
qa2063,1.555,0,1.555,1.555,1.555,1.555,0.776344,0.207788,0.2862,1.204,0.568556,0.984132,0.351
qa2064,1.555,0,1.555,1.555,1.555,1.555,0.769239,0.206323,0.2867,1.189,0.562916,0.975562,0.366
qa2065,1.555,0,1.555,1.555,1.555,1.555,0.764757,0.208553,0.2876,1.209,0.556204,0.97331,0.346
qa2066,1.555,0,1.555,1.555,1.555,1.555,0.759404,0.206836,0.2761,1.201,0.552568,0.96624,0.354
qa2067,1.555,0,1.555,1.555,1.555,1.555,0.755311,0.205839,0.2752,1.189,0.549472,0.96115,0.366
qa2068,1.555,0,1.555,1.555,1.555,1.555,0.749112,0.205022,0.2704,1.169,0.54409,0.954134,0.386
qa2069,1.555,0,1.555,1.555,1.555,1.555,0.745126,0.204842,0.2704,1.189,0.540284,0.949968,0.366
qa2070,1.555,0,1.555,1.555,1.555,1.555,0.739186,0.201966,0.2632,1.188,0.53722,0.941152,0.367
qa2071,1.555,0,1.555,1.555,1.555,1.555,0.733486,0.20019,0.2581,1.194,0.533296,0.933676,0.361
qa2072,1.555,0,1.555,1.555,1.555,1.555,0.72982,0.199058,0.2556,1.16,0.530762,0.928878,0.395
qa2073,1.555,0,1.555,1.555,1.555,1.555,0.724633,0.195142,0.2531,1.171,0.529491,0.919775,0.384
qa2074,1.555,0,1.555,1.555,1.555,1.555,0.721553,0.194561,0.2548,1.152,0.526992,0.916114,0.403
qa2075,1.44,4.46326e-16,1.44,1.44,1.44,1.44,0.717944,0.194833,0.2506,1.135,0.523111,0.912777,0.305
qa2076,1.44,4.46326e-16,1.44,1.44,1.44,1.44,0.711976,0.194418,0.2576,1.135,0.517558,0.906394,0.305
qa2077,1.44,4.46326e-16,1.44,1.44,1.44,1.44,0.709404,0.195214,0.2529,1.133,0.51419,0.904618,0.307
qa2078,1.44,4.46326e-16,1.44,1.44,1.44,1.44,0.703979,0.195022,0.2467,1.123,0.508957,0.899001,0.317
qa2079,1.44,4.46326e-16,1.44,1.44,1.44,1.44,0.702879,0.193664,0.2443,1.128,0.509215,0.896543,0.312
qa2080,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.700695,0.191283,0.2432,1.101,0.509412,0.891978,0.224
qa2081,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.694646,0.189943,0.2401,1.084,0.504703,0.884589,0.241
qa2082,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.688721,0.187219,0.2432,1.074,0.501502,0.87594,0.251
qa2083,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.682687,0.183635,0.2328,1.042,0.499052,0.866322,0.283
qa2084,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.68325,0.183694,0.2377,1.073,0.499556,0.866944,0.252
qa2085,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.682176,0.185222,0.2242,1.068,0.496954,0.867398,0.257
qa2086,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.680683,0.184513,0.2259,1.07,0.49617,0.865196,0.255
qa2087,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.676035,0.184319,0.2236,1.06,0.491716,0.860354,0.15
qa2088,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.669682,0.182885,0.2227,1.075,0.486797,0.852567,0.135
qa2089,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.665804,0.182009,0.2157,1.045,0.483795,0.847813,0.165
qa2090,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.662693,0.180533,0.2187,1.037,0.48216,0.843226,0.173
qa2091,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.660092,0.181581,0.2243,1.039,0.478511,0.841673,0.171
qa2092,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.657682,0.18008,0.2257,1.025,0.477602,0.837762,0.185
qa2093,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.653564,0.178393,0.2201,1.027,0.475171,0.831957,0.183
qa2094,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.647517,0.177233,0.2226,1.012,0.470284,0.82475,0.198
qa2095,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.645071,0.178049,0.2283,1.003,0.467022,0.82312,0.207
qa2096,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.641589,0.179623,0.2229,1.015,0.461966,0.821212,0.195
qa2097,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.638016,0.178165,0.2196,1.011,0.459851,0.816181,0.199
qa2098,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.633512,0.177418,0.2185,1.012,0.456094,0.81093,0.198
qa2099,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.630624,0.176899,0.2186,0.9863,0.453725,0.807523,0.2237
qa2100,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.62647,0.174041,0.2165,0.9905,0.452429,0.800511,0.3005
qa2101,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.623624,0.175605,0.2087,0.988,0.448019,0.799229,0.303
qa2102,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.621847,0.175965,0.2085,0.9654,0.445882,0.797812,0.3256
qa2103,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.619424,0.176128,0.1986,0.9859,0.443296,0.795552,0.3051
qa2104,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.616497,0.176497,0.2005,1.028,0.44,0.792994,0.263
