name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
qa2544,3.581,1.78531e-15,3.581,3.581,3.581,3.581,2.16371,0.309625,1.55,2.909,1.85409,2.47333,0.672
qa2545,3.038,1.33898e-15,3.038,3.038,3.038,3.038,2.12293,0.297302,1.478,2.857,1.82563,2.42023,0.181
qa2546,2.791,1.33898e-15,2.791,2.791,2.791,2.791,2.05938,0.28215,1.471,2.731,1.77723,2.34153,0.06
qa2561,1.717,6.6949e-16,1.717,1.717,1.717,1.717,1.21679,0.156176,0.8576,1.691,1.06061,1.37296,0.026
qa2562,1.632,2.23163e-16,1.632,1.632,1.632,1.632,1.17399,0.147422,0.8378,1.616,1.02657,1.32141,0.016
qa2563,1.632,2.23163e-16,1.632,1.632,1.632,1.632,1.13163,0.14446,0.7866,1.582,0.987172,1.27609,0.05
qa2564,1.632,2.23163e-16,1.632,1.632,1.632,1.632,1.09194,0.138262,0.7391,1.522,0.953681,1.2302,0.11
qa2565,1.632,2.23163e-16,1.632,1.632,1.632,1.632,1.05799,0.133162,0.7354,1.452,0.924829,1.19115,0.18
qa2566,1.548,8.92653e-16,1.548,1.548,1.548,1.548,1.02756,0.130121,0.6872,1.427,0.897436,1.15768,0.121
qa2567,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.996435,0.124487,0.6618,1.347,0.871948,1.12092,0.201
qa2568,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.970574,0.123712,0.6464,1.329,0.846862,1.09429,0.219
qa2569,1.548,8.92653e-16,1.548,1.548,1.548,1.548,1.05261,0.134036,0.7082,1.437,0.91857,1.18664,0.111
qa2570,1.632,2.23163e-16,1.632,1.632,1.632,1.632,1.02867,0.131521,0.6777,1.394,0.897145,1.16019,0.238
qa2571,1.548,8.92653e-16,1.548,1.548,1.548,1.548,1.00093,0.130349,0.641,1.354,0.870579,1.13128,0.194
qa2572,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.987309,0.126489,0.6472,1.338,0.86082,1.1138,0.21
qa2573,1.548,8.92653e-16,1.548,1.548,1.548,1.548,1.11006,0.138986,0.7758,1.5,0.971078,1.24905,0.048
qa2576,18.047,1.07118e-14,18.047,18.047,18.047,18.047,5.34743,1.05449,3.568,8.784,4.29294,6.40192,9.263
qa2577,14.429,8.92653e-15,14.429,14.429,14.429,14.429,5.92215,1.18278,3.962,10,4.73937,7.10493,4.429
qa2590,13.448,0,13.448,13.448,13.448,13.448,9.07881,0.875209,6.68,11.16,8.2036,9.95402,2.288
qa2591,12.107,1.78531e-15,12.107,12.107,12.107,12.107,8.57061,0.782793,6.516,10.49,7.78782,9.3534,1.617
qa2594,8.563,5.35592e-15,8.563,8.563,8.563,8.563,6.98118,0.543247,5.648,8.402,6.43793,7.52443,0.161
qa2611,7.25,0,7.25,7.25,7.25,7.25,5.51412,0.399972,4.719,6.661,5.11415,5.91409,0.589
qa2612,6.628,2.67796e-15,6.628,6.628,6.628,6.628,5.29245,0.386129,4.482,6.458,4.90632,5.67858,0.17
qa2621,8.894,3.57061e-15,8.894,8.894,8.894,8.894,6.39183,0.595463,5.074,8.135,5.79637,6.98729,0.759
qa2622,13.644,3.57061e-15,13.644,13.644,13.644,13.644,7.19336,0.647016,5.715,9.138,6.54634,7.84038,4.506
qa2623,17.413,7.14122e-15,17.413,17.413,17.413,17.413,8.92572,0.856183,6.848,11.86,8.06954,9.7819,5.553
qa2624,32.404,0,32.404,32.404,32.404,32.404,10.5506,1.17456,7.957,14.36,9.37605,11.7252,18.044
qa2625,34.584,2.14237e-14,34.584,34.584,34.584,34.584,11.5721,1.41213,8.429,15.52,10.1599,12.9842,19.064
qa2626,25.511,3.57061e-15,25.511,25.511,25.511,25.511,11.9845,1.50368,8.376,16.32,10.4809,13.4882,9.191
qa2627,21.429,1.07118e-14,21.429,21.429,21.429,21.429,12.2821,1.56085,8.373,16.63,10.7212,13.8429,4.799
qa2628,18.999,1.07118e-14,18.999,18.999,18.999,18.999,12.1252,1.5146,8.116,16.58,10.6106,13.6398,2.419
qa2629,16.355,3.57061e-15,16.355,16.355,16.355,16.355,11.5684,1.38828,7.706,15.71,10.1801,12.9567,0.645
qa2634,16.355,3.57061e-15,16.355,16.355,16.355,16.355,10.5419,1.19544,7.201,13.96,9.34644,11.7373,2.395
qa2636,17.73,3.57061e-15,17.73,17.73,17.73,17.73,11.291,1.42644,7.516,15.1,9.86454,12.7174,2.63
qa2642,20.267,0,20.267,20.267,20.267,20.267,12.7087,1.74029,8.511,17.03,10.9684,14.449,3.237
qa2643,57.244,1.42824e-14,57.244,57.244,57.244,57.244,14.373,2.18463,9.363,19.92,12.1884,16.5577,37.324
qa2644,39.961,7.14122e-15,39.961,39.961,39.961,39.961,15.0559,2.36542,9.553,21.49,12.6905,17.4214,18.471
qa2645,30.294,7.14122e-15,30.294,30.294,30.294,30.294,17.7092,2.9497,11.08,25.43,14.7595,20.6589,4.864
qa2646,57.244,1.42824e-14,57.244,57.244,57.244,57.244,18.0345,2.90039,11.21,25.78,15.1341,20.9349,31.464
qa2647,31.876,1.42824e-14,31.876,31.876,31.876,31.876,18.5867,2.93736,11.55,26.49,15.6493,21.5241,5.386
qa2648,35.779,0,35.779,35.779,35.779,35.779,18.7954,2.94688,11.61,26.74,15.8485,21.7423,9.039
qa2649,28.712,7.14122e-15,28.712,28.712,28.712,28.712,18.1984,2.77884,11.24,25.64,15.4196,20.9772,3.072
qa2679,10.811,3.57061e-15,10.811,10.811,10.811,10.811,7.02051,1.04438,5.063,10.27,5.97613,8.06489,0.541
qa2696,6.162,2.67796e-15,6.162,6.162,6.162,6.162,4.01203,0.503501,3.003,5.713,3.50853,4.51553,0.449
qa2697,5.851,0,5.851,5.851,5.851,5.851,3.91403,0.492878,2.917,5.563,3.42115,4.40691,0.288
qa2698,5.56,1.78531e-15,5.56,5.56,5.56,5.56,3.80229,0.483854,2.857,5.375,3.31844,4.28614,0.185
qa2699,5.269,1.78531e-15,5.269,5.269,5.269,5.269,3.68235,0.471699,2.766,5.179,3.21065,4.15405,0.09
qa2700,4.977,2.67796e-15,4.977,4.977,4.977,4.977,3.56548,0.457369,2.663,4.953,3.10811,4.02285,0.024
qa2701,4.832,2.67796e-15,4.832,4.832,4.832,4.832,3.45303,0.451217,2.561,4.786,3.00181,3.90425,0.046
qa2704,4.541,2.67796e-15,4.541,4.541,4.541,4.541,3.20919,0.423567,2.379,4.438,2.78562,3.63276,0.103
qa2705,4.541,2.67796e-15,4.541,4.541,4.541,4.541,3.14192,0.415959,2.302,4.37,2.72596,3.55788,0.171
qa2706,4.395,2.67796e-15,4.395,4.395,4.395,4.395,3.12003,0.407683,2.286,4.333,2.71235,3.52771,0.062
qa2749,2.543,4.46326e-16,2.543,2.543,2.543,2.543,1.46762,0.379256,0.6364,2.517,1.08836,1.84687,0.026
qa2754,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.37771,0.37142,0.5686,2.396,1.00629,1.74913,0.024
qa2759,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.33441,0.368439,0.5465,2.283,0.965968,1.70285,0.137
qa2760,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.30889,0.364869,0.524,2.238,0.944026,1.67376,0.182
qa2761,2.296,0,2.296,2.296,2.296,2.296,1.29173,0.360786,0.5016,2.239,0.930944,1.65252,0.057
qa2762,2.296,0,2.296,2.296,2.296,2.296,1.27532,0.359612,0.4969,2.206,0.915711,1.63494,0.09
qa2763,2.296,0,2.296,2.296,2.296,2.296,1.25266,0.356094,0.4935,2.184,0.896565,1.60875,0.112
qa2764,2.296,0,2.296,2.296,2.296,2.296,1.2425,0.354271,0.4943,2.147,0.888227,1.59677,0.149
qa2765,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.2246,0.351495,0.4775,2.152,0.873102,1.57609,0.02
qa2766,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.21668,0.355644,0.4487,2.122,0.86104,1.57233,0.05
qa2767,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.20312,0.353395,0.4397,2.076,0.849722,1.55651,0.096
qa2768,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.18953,0.351815,0.4327,2.075,0.837712,1.54134,0.097
qa2769,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.17777,0.349884,0.4378,2.048,0.827884,1.52765,0.124
qa2770,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.16547,0.34605,0.3978,2.027,0.819421,1.51152,0.145
qa2771,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.15354,0.345812,0.4017,2.006,0.807725,1.49935,0.166
qa2772,2.048,1.33898e-15,2.048,2.048,2.048,2.048,1.14437,0.345386,0.3985,1.988,0.798983,1.48976,0.06
qa2773,2.048,1.33898e-15,2.048,2.048,2.048,2.048,1.1331,0.343379,0.3945,1.982,0.78972,1.47648,0.066
qa2774,2.048,1.33898e-15,2.048,2.048,2.048,2.048,1.12165,0.3399,0.362,1.925,0.781751,1.46155,0.123
qa2775,2.048,1.33898e-15,2.048,2.048,2.048,2.048,1.11004,0.339001,0.3594,1.922,0.771041,1.44904,0.126
qa2776,2.048,1.33898e-15,2.048,2.048,2.048,2.048,1.10505,0.337324,0.3755,1.916,0.767721,1.44237,0.132
qa2777,2.296,0,2.296,2.296,2.296,2.296,1.09316,0.334021,0.3574,1.875,0.759144,1.42719,0.421
qa2778,2.296,0,2.296,2.296,2.296,2.296,1.08416,0.330218,0.3588,1.864,0.753938,1.41437,0.432
qa2779,2.296,0,2.296,2.296,2.296,2.296,1.07465,0.329918,0.347,1.857,0.744737,1.40457,0.439
qa2780,2.296,0,2.296,2.296,2.296,2.296,1.06401,0.328825,0.3488,1.851,0.735187,1.39284,0.445
qa2781,2.296,0,2.296,2.296,2.296,2.296,1.05585,0.32756,0.341,1.816,0.728292,1.38341,0.48
qa2782,2.296,0,2.296,2.296,2.296,2.296,1.0483,0.324728,0.3498,1.791,0.723573,1.37303,0.505
qa2783,2.296,0,2.296,2.296,2.296,2.296,1.04292,0.323507,0.3531,1.775,0.719418,1.36643,0.521
qa2784,2.296,0,2.296,2.296,2.296,2.296,1.03623,0.323346,0.3343,1.787,0.712888,1.35958,0.509
qa2785,2.296,0,2.296,2.296,2.296,2.296,1.02618,0.321648,0.3199,1.754,0.704529,1.34782,0.542
qa2786,2.296,0,2.296,2.296,2.296,2.296,1.02028,0.321135,0.3241,1.748,0.699149,1.34142,0.548
qa2787,2.296,0,2.296,2.296,2.296,2.296,1.01266,0.317457,0.3275,1.703,0.695206,1.33012,0.593
qa2788,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.00365,0.314132,0.3113,1.701,0.689519,1.31778,0.471
qa2789,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.995369,0.313398,0.3204,1.697,0.681971,1.30877,0.475
qa2790,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.986157,0.311062,0.3066,1.669,0.675095,1.29722,0.503
qa2791,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.979974,0.308676,0.3128,1.653,0.671298,1.28865,0.519
qa2792,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.975237,0.30749,0.3051,1.642,0.667747,1.28273,0.53
qa2793,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.968123,0.307633,0.3118,1.624,0.66049,1.27576,0.548
qa2794,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.964824,0.310454,0.302,1.614,0.65437,1.27528,0.434
qa2795,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.95924,0.307936,0.3021,1.62,0.651304,1.26718,0.428
qa2796,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.957262,0.306282,0.2958,1.6,0.65098,1.26354,0.448
qa2797,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.09131,0.351201,0.3208,1.955,0.740108,1.44251,0.465
qa2798,2.296,0,2.296,2.296,2.296,2.296,1.09344,0.363257,0.3323,2.213,0.73018,1.45669,0.083
qa2799,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.05908,0.3442,0.3105,1.968,0.714882,1.40328,0.204
qa2800,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.02868,0.329169,0.3136,1.796,0.69951,1.35785,0.376
qa2801,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.00076,0.309513,0.3074,1.597,0.691245,1.31027,0.575
qa2802,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.978196,0.298098,0.3056,1.525,0.680098,1.27629,0.647
qa2803,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.961971,0.292759,0.2949,1.521,0.669212,1.25473,0.651
qa2804,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.945891,0.286563,0.2957,1.499,0.659328,1.23245,0.549
qa2805,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.997388,0.298917,0.3281,1.574,0.698471,1.29631,0.474
qa2806,2.296,0,2.296,2.296,2.296,2.296,0.962266,0.292292,0.3054,1.494,0.669974,1.25456,0.802
qa2807,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.946977,0.286084,0.3013,1.467,0.660893,1.23306,0.581
qa2808,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.933321,0.28424,0.2968,1.479,0.649081,1.21756,0.569
qa2809,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.916849,0.278202,0.2847,1.443,0.638647,1.19505,0.605
qa2810,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.900147,0.27534,0.2773,1.435,0.624807,1.17549,0.49
qa2811,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.889966,0.272967,0.2807,1.411,0.616999,1.16293,0.514
qa2812,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.876453,0.269404,0.2783,1.419,0.607049,1.14586,0.506
qa2813,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.869512,0.268194,0.277,1.405,0.601318,1.13771,0.52
qa2814,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.861207,0.2655,0.2622,1.383,0.595707,1.12671,0.542
qa2815,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.853359,0.265303,0.2673,1.396,0.588056,1.11866,0.529
qa2816,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.843986,0.263168,0.2592,1.37,0.580818,1.10715,0.555
qa2817,1.801,0,1.801,1.801,1.801,1.801,0.83641,0.260603,0.2586,1.358,0.575807,1.09701,0.443
qa2818,1.801,0,1.801,1.801,1.801,1.801,0.830254,0.260854,0.2597,1.357,0.5694,1.09111,0.444
qa2819,1.801,0,1.801,1.801,1.801,1.801,0.824583,0.257339,0.2423,1.339,0.567244,1.08192,0.462
qa2820,1.801,0,1.801,1.801,1.801,1.801,0.820679,0.254862,0.2477,1.341,0.565817,1.07554,0.46
qa2821,1.801,0,1.801,1.801,1.801,1.801,0.813504,0.255858,0.2523,1.319,0.557646,1.06936,0.482
qa2822,1.801,0,1.801,1.801,1.801,1.801,0.809738,0.255408,0.2423,1.329,0.55433,1.06515,0.472
qa2823,1.801,0,1.801,1.801,1.801,1.801,0.804878,0.256781,0.2436,1.312,0.548097,1.06166,0.489
qa2824,1.801,0,1.801,1.801,1.801,1.801,0.799474,0.254984,0.2407,1.294,0.54449,1.05446,0.507
qa2825,1.801,0,1.801,1.801,1.801,1.801,0.796592,0.254327,0.2247,1.292,0.542265,1.05092,0.509
qa2826,1.801,0,1.801,1.801,1.801,1.801,0.792041,0.253924,0.2216,1.28,0.538117,1.04596,0.521
qa2827,1.801,0,1.801,1.801,1.801,1.801,0.785999,0.249588,0.2232,1.265,0.536411,1.03559,0.536
qa2828,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.82226,0.262033,0.2328,1.417,0.560227,1.08429,0.508
qa2829,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.831836,0.270779,0.2336,1.521,0.561057,1.10262,0.527
qa2830,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.838625,0.270732,0.2353,1.508,0.567893,1.10936,0.417
qa2831,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.812273,0.259777,0.2215,1.363,0.552496,1.07205,0.174
qa2832,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.833134,0.262863,0.2359,1.349,0.570271,1.096,0.188
qa2838,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.841732,0.244431,0.2506,1.266,0.597301,1.08616,0.19
qa2839,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.818684,0.234214,0.2464,1.237,0.58447,1.0529,0.219
qa2840,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.798114,0.226991,0.2329,1.196,0.571123,1.02511,0.341
qa2841,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.780874,0.223252,0.2246,1.199,0.557622,1.00413,0.338
qa2842,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.767944,0.217466,0.2307,1.186,0.550478,0.98541,0.351
qa2843,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.756967,0.214436,0.227,1.168,0.542531,0.971403,0.369
qa2844,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.747146,0.212626,0.2276,1.155,0.53452,0.959772,0.382
qa2845,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.738473,0.210891,0.2202,1.148,0.527582,0.949364,0.389
qa2846,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.731819,0.211316,0.2237,1.168,0.520503,0.943135,0.369
qa2847,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.722408,0.207795,0.218,1.141,0.514613,0.930203,0.396
qa2848,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.718579,0.208601,0.2128,1.135,0.509978,0.92718,0.402
qa2849,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.718873,0.209684,0.217,1.152,0.509189,0.928557,0.304
qa2850,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.710856,0.210208,0.206,1.142,0.500648,0.921064,0.395
qa2851,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.704583,0.21116,0.2091,1.121,0.493423,0.915743,0.416
qa2855,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.783211,0.235662,0.2305,1.264,0.547549,1.01887,0.192
qa2856,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.754751,0.223495,0.2308,1.121,0.531256,0.978246,0.335
qa2857,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.735538,0.215597,0.2287,1.103,0.519941,0.951135,0.353
qa2858,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.717967,0.205785,0.2278,1.071,0.512182,0.923752,0.385
qa2859,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.707465,0.207717,0.2265,1.084,0.499748,0.915182,0.372
qa2860,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.700557,0.20776,0.2166,1.073,0.492797,0.908317,0.383
qa2861,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.694719,0.206907,0.2086,1.076,0.487812,0.901626,0.38
qa2862,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.685314,0.204662,0.2082,1.082,0.480652,0.889976,0.374
qa2863,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.679644,0.203666,0.2025,1.066,0.475978,0.88331,0.39
qa2864,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.676315,0.202185,0.2068,1.068,0.47413,0.8785,0.388
qa2868,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.736442,0.229492,0.2202,1.207,0.50695,0.965934,0.249
qa2872,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.776263,0.239182,0.2261,1.418,0.537081,1.01544,0.038
qa2873,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.743764,0.218305,0.2226,1.346,0.525459,0.962069,0.028
qa2874,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.717668,0.207014,0.2182,1.307,0.510654,0.924682,0.067
qa2875,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.698432,0.19909,0.2164,1.282,0.499342,0.897522,0.092
qa2876,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.685568,0.19293,0.222,1.242,0.492638,0.878498,0.132
qa2877,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.673537,0.189097,0.2094,1.2,0.48444,0.862634,0.174
qa2878,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.661076,0.188514,0.2102,1.192,0.472562,0.84959,0.264
qa2879,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.688277,0.185037,0.2159,1.165,0.50324,0.873314,0.372
qa2883,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.827782,0.238635,0.2999,1.426,0.589147,1.06642,0.03
qa2884,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.783169,0.220266,0.2752,1.407,0.562903,1.00344,0.049
qa2885,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.758851,0.206428,0.2765,1.39,0.552423,0.965279,0.066
qa2887,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.761314,0.192318,0.2851,1.346,0.568996,0.953632,0.028
qa2888,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.731926,0.186926,0.2676,1.304,0.545,0.918852,0.152
qa2889,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.713084,0.184502,0.2722,1.268,0.528582,0.897586,0.106
qa2890,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.696846,0.182376,0.2774,1.263,0.51447,0.879222,0.111
qa2891,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.678928,0.176935,0.2666,1.206,0.501993,0.855863,0.168
qa2892,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.666565,0.175629,0.2595,1.157,0.490936,0.842194,0.217
qa2915,1.299,2.23163e-16,1.299,1.299,1.299,1.299,2.55901,0.507322,1.5,4.128,2.05169,3.06633,0.201
qa2916,6.941,1.78531e-15,6.941,6.941,6.941,6.941,3.07524,0.650681,1.892,4.895,2.42456,3.72592,2.046
qa2925,11.102,0,11.102,11.102,11.102,11.102,4.42484,1.05746,3.074,8.306,3.36738,5.4823,2.796
qa2926,19.207,3.57061e-15,19.207,19.207,19.207,19.207,5.60149,1.45737,3.711,10.74,4.14412,7.05886,8.467
qa2927,19.207,3.57061e-15,19.207,19.207,19.207,19.207,5.95982,1.65163,3.76,11.76,4.30819,7.61145,7.447
qa2948,4.934,1.78531e-15,4.934,4.934,4.934,4.934,3.35438,0.471145,2.284,4.792,2.88323,3.82553,0.142
qa2950,4.374,8.92653e-16,4.374,4.374,4.374,4.374,3.12308,0.416753,2.146,4.368,2.70633,3.53983,0.006
qa2951,4.374,8.92653e-16,4.374,4.374,4.374,4.374,2.98479,0.388358,2.076,4.175,2.59643,3.37315,0.199
qa2952,4.19,1.78531e-15,4.19,4.19,4.19,4.19,2.84206,0.364926,2.008,3.943,2.47713,3.20699,0.247
qa2953,4.01,1.78531e-15,4.01,4.01,4.01,4.01,2.85224,0.338222,2.059,3.895,2.51402,3.19046,0.115
qa2954,4.557,8.92653e-16,4.557,4.557,4.557,4.557,3.44556,0.345053,2.733,4.524,3.10051,3.79061,0.033
qa2955,7.155,0,7.155,7.155,7.155,7.155,3.48722,0.337985,2.75,4.488,3.14923,3.82521,2.667
qa2956,5.711,0,5.711,5.711,5.711,5.711,3.37202,0.315753,2.658,4.283,3.05627,3.68777,1.428
qa2957,4.934,1.78531e-15,4.934,4.934,4.934,4.934,3.26352,0.300957,2.534,4.07,2.96256,3.56448,0.864
qa2958,13.976,0,13.976,13.976,13.976,13.976,4.62664,0.500974,3.439,5.929,4.12567,5.12761,8.047
qa2959,23.094,0,23.094,23.094,23.094,23.094,9.32811,1.60293,5.553,16.5,7.72518,10.931,6.594
qa2960,27.276,3.57061e-15,27.276,27.276,27.276,27.276,11.1226,1.77697,6.511,18.23,9.34564,12.8996,9.046
qa2961,29.462,7.14122e-15,29.462,29.462,29.462,29.462,12.5535,1.84494,7.457,19.29,10.7086,14.3984,10.172
qa2962,34.511,7.14122e-15,34.511,34.511,34.511,34.511,12.803,1.62681,7.998,17.66,11.1762,14.4298,16.851
qa2963,45.173,0,45.173,45.173,45.173,45.173,12.2609,1.33489,8.142,15.51,10.926,13.5958,29.663
qa2964,28.719,1.42824e-14,28.719,28.719,28.719,28.719,11.4202,1.07953,8.079,14.01,10.3407,12.4997,14.709
qa2965,20.8,3.57061e-15,20.8,20.8,20.8,20.8,11.9791,1.18991,8.483,14.83,10.7892,13.169,5.97
qa2966,23.434,3.57061e-15,23.434,23.434,23.434,23.434,15.0782,1.86728,9.853,21.74,13.2109,16.9455,1.694
qa2967,34.511,7.14122e-15,34.511,34.511,34.511,34.511,17.6048,2.21969,11.49,25.84,15.3851,19.8245,8.671
qa2968,29.462,7.14122e-15,29.462,29.462,29.462,29.462,18.9476,2.23822,12.69,26.71,16.7094,21.1858,2.752
qa2969,25.132,7.14122e-15,25.132,25.132,25.132,25.132,18.8626,2.01773,13.06,24.87,16.8449,20.8803,0.262
qa2978,8.929,0,8.929,8.929,8.929,8.929,10.5775,0.61798,9.018,12.1,9.9595,11.1955,0.089
qa2981,7.155,0,7.155,7.155,7.155,7.155,9.06348,0.543477,7.262,10.44,8.52,9.60696,0.107
qa2982,7.586,3.57061e-15,7.586,7.586,7.586,7.586,10.2093,0.534246,8.948,11.46,9.67504,10.7435,1.362
qa2983,17.102,1.07118e-14,17.102,17.102,17.102,17.102,11.0753,0.650597,9.48,13.12,10.4247,11.7259,3.982
qa2984,18.293,3.57061e-15,18.293,18.293,18.293,18.293,11.2114,0.693296,9.311,13.11,10.5181,11.9047,5.183
qa2985,16.21,7.14122e-15,16.21,16.21,16.21,16.21,10.9194,0.682033,8.934,12.78,10.2374,11.6014,3.43
qa2986,13.423,0,13.423,13.423,13.423,13.423,10.4431,0.648176,8.541,12.1,9.7949,11.0913,1.323
qa2987,11.613,0,11.613,11.613,11.613,11.613,9.88893,0.621593,8.171,11.51,9.26734,10.5105,0.103
qa3017,4.557,8.92653e-16,4.557,4.557,4.557,4.557,3.34239,0.450164,1.823,4.525,2.89223,3.79255,0.032
qa3023,4.01,1.78531e-15,4.01,4.01,4.01,4.01,2.75394,0.41755,1.298,3.997,2.33639,3.17149,0.013
qa3024,4.374,8.92653e-16,4.374,4.374,4.374,4.374,2.68604,0.409381,1.286,3.943,2.27666,3.09542,0.431
qa3025,4.19,1.78531e-15,4.19,4.19,4.19,4.19,2.61282,0.405127,1.228,3.837,2.20769,3.01795,0.353
qa3026,4.19,1.78531e-15,4.19,4.19,4.19,4.19,2.53897,0.39875,1.185,3.777,2.14022,2.93772,0.413
qa3027,4.01,1.78531e-15,4.01,4.01,4.01,4.01,2.46795,0.394518,1.131,3.72,2.07343,2.86247,0.29
qa3028,4.01,1.78531e-15,4.01,4.01,4.01,4.01,2.40315,0.390571,1.091,3.651,2.01258,2.79372,0.359
qa3029,3.83,1.33898e-15,3.83,3.83,3.83,3.83,2.34097,0.386914,1.03,3.595,1.95406,2.72788,0.235
qa3030,3.83,1.33898e-15,3.83,3.83,3.83,3.83,2.27976,0.385898,0.9949,3.555,1.89386,2.66566,0.275
qa3031,3.83,1.33898e-15,3.83,3.83,3.83,3.83,2.22686,0.381392,0.9617,3.468,1.84546,2.60825,0.362
qa3032,3.83,1.33898e-15,3.83,3.83,3.83,3.83,2.17585,0.378877,0.9253,3.452,1.79698,2.55473,0.378
qa3033,3.83,1.33898e-15,3.83,3.83,3.83,3.83,2.18294,0.370585,0.9878,3.411,1.81235,2.55352,0.419
