name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
qf2359,0.526,1.11582e-16,0.526,0.526,0.526,0.526,0.781368,0.0997981,0.5658,1.179,0.68157,0.881166,0.0398
qf2360,0.526,1.11582e-16,0.526,0.526,0.526,0.526,0.773939,0.0990594,0.5795,1.147,0.67488,0.872998,0.0535
qf2361,0.526,1.11582e-16,0.526,0.526,0.526,0.526,0.804752,0.102007,0.6049,1.185,0.702745,0.906759,0.0789
qf2364,0.567,1.11582e-16,0.567,0.567,0.567,0.567,0.885547,0.124945,0.6055,1.342,0.760602,1.01049,0.0385
qf2365,0.567,1.11582e-16,0.567,0.567,0.567,0.567,0.883731,0.128254,0.5944,1.341,0.755477,1.01199,0.0274
qf2366,0.567,1.11582e-16,0.567,0.567,0.567,0.567,0.876076,0.128037,0.5941,1.339,0.748039,1.00411,0.0271
qf2368,0.485,1.11582e-16,0.485,0.485,0.485,0.485,0.852962,0.12822,0.5781,1.345,0.724742,0.981182,0.0931
qf2369,0.526,1.11582e-16,0.526,0.526,0.526,0.526,0.840693,0.125881,0.5692,1.304,0.714812,0.966574,0.0432
qf2370,0.526,1.11582e-16,0.526,0.526,0.526,0.526,0.829112,0.124186,0.5455,1.276,0.704926,0.953298,0.0195
qf2371,0.526,1.11582e-16,0.526,0.526,0.526,0.526,0.8151,0.120785,0.5414,1.247,0.694315,0.935885,0.0154
qf2372,0.485,1.11582e-16,0.485,0.485,0.485,0.485,0.802554,0.118895,0.5347,1.234,0.683659,0.921449,0.0497
qf2373,0.445,1.11582e-16,0.445,0.445,0.445,0.445,0.790243,0.11766,0.519,1.199,0.672583,0.907903,0.074
qf2374,0.445,1.11582e-16,0.445,0.445,0.445,0.445,0.778116,0.115456,0.524,1.207,0.66266,0.893572,0.079
qf2375,0.445,1.11582e-16,0.445,0.445,0.445,0.445,0.769261,0.114141,0.5138,1.171,0.65512,0.883402,0.0688
qf2376,0.445,1.11582e-16,0.445,0.445,0.445,0.445,0.758769,0.112742,0.5054,1.153,0.646027,0.871511,0.0604
qf2377,0.445,1.11582e-16,0.445,0.445,0.445,0.445,0.750742,0.110742,0.4914,1.118,0.64,0.861484,0.0464
qf2378,0.485,1.11582e-16,0.485,0.485,0.485,0.485,0.74154,0.110167,0.4892,1.107,0.631373,0.851707,0.0042
qf2379,0.485,1.11582e-16,0.485,0.485,0.485,0.485,0.73346,0.106956,0.503,1.098,0.626504,0.840416,0.018
qf2380,0.485,1.11582e-16,0.485,0.485,0.485,0.485,0.725141,0.107622,0.488,1.101,0.617519,0.832763,0.003
qf2381,0.445,1.11582e-16,0.445,0.445,0.445,0.445,0.719916,0.108076,0.4776,1.092,0.61184,0.827992,0.0326
qf2384,0.445,1.11582e-16,0.445,0.445,0.445,0.445,0.700493,0.106902,0.4691,1.088,0.593591,0.807395,0.0241
qf2385,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.697746,0.105504,0.4479,1.086,0.592242,0.80325,0.0439
qf2386,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.691953,0.105719,0.4646,1.096,0.586234,0.797672,0.0606
qf2387,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.686953,0.106488,0.4628,1.083,0.580465,0.793441,0.0588
qf2388,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.681635,0.10625,0.4633,1.086,0.575385,0.787885,0.0593
qf2389,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.675832,0.103611,0.4453,1.069,0.572221,0.779443,0.0413
qf2390,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.673014,0.105385,0.4364,1.084,0.567629,0.778399,0.0734
qf2391,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.669541,0.103898,0.4533,1.074,0.565643,0.773439,0.0903
qf2392,0.329,1.11582e-16,0.329,0.329,0.329,0.329,0.665615,0.101479,0.4628,1.059,0.564136,0.767094,0.1338
qf2393,0.329,1.11582e-16,0.329,0.329,0.329,0.329,0.662683,0.102529,0.4561,1.056,0.560154,0.765212,0.1271
qf2394,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.660097,0.101637,0.4506,1.05,0.55846,0.761734,0.0876
qf2395,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.655161,0.100343,0.431,1.053,0.554818,0.755504,0.068
qf2396,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.654047,0.100345,0.4321,1.04,0.553702,0.754392,0.0691
qf2397,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.649454,0.101889,0.4367,1.029,0.547565,0.751343,0.0737
qf2398,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.667066,0.102064,0.4719,1.053,0.565002,0.76913,0.0679
qf2399,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.668691,0.101626,0.4718,1.048,0.567065,0.770317,0.0678
qf2400,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.678252,0.103015,0.4659,1.074,0.575237,0.781267,0.0619
qf2401,0.445,1.11582e-16,0.445,0.445,0.445,0.445,0.679409,0.103159,0.4675,1.054,0.57625,0.782568,0.0225
qf2402,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.675963,0.106307,0.4548,1.056,0.569656,0.78227,0.0508
qf2403,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.673779,0.106537,0.4485,1.071,0.567242,0.780316,0.0445
qf2404,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.667672,0.105048,0.4513,1.053,0.562624,0.77272,0.0473
qf2405,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.663832,0.105431,0.4361,1.041,0.558401,0.769263,0.0321
qf2406,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.659904,0.105406,0.4419,1.047,0.554498,0.76531,0.0379
qf2407,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.65629,0.103803,0.4424,1.017,0.552487,0.760093,0.0384
qf2408,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.651078,0.102511,0.45,1.013,0.548567,0.753589,0.087
qf2409,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.655414,0.102605,0.4474,1.046,0.552809,0.758019,0.0844
qf2410,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.654308,0.100996,0.4356,1.024,0.553312,0.755304,0.0726
qf2411,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.65293,0.1021,0.437,1.031,0.55083,0.75503,0.074
qf2412,0.404,5.57908e-17,0.404,0.404,0.404,0.404,0.648359,0.100815,0.4415,1.018,0.547544,0.749174,0.0375
qf2413,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.643835,0.101116,0.4391,1.024,0.542719,0.744951,0.0761
qf2414,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.639512,0.100364,0.4326,1.019,0.539148,0.739876,0.0696
qf2415,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.638066,0.0986698,0.4385,1.019,0.539396,0.736736,0.0755
qf2416,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.632422,0.098355,0.4306,1.006,0.534067,0.730777,0.0676
qf2417,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.629809,0.0988107,0.4317,1.003,0.530998,0.72862,0.0687
qf2418,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.625962,0.0966639,0.4293,0.9971,0.529298,0.722626,0.0663
qf2419,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.622837,0.0965291,0.4188,0.9841,0.526308,0.719366,0.0558
qf2420,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.621472,0.0970853,0.4207,1.008,0.524387,0.718557,0.0577
qf2421,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.618293,0.0970978,0.4107,0.9975,0.521195,0.715391,0.0477
qf2422,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.616734,0.096715,0.4092,0.9979,0.520019,0.713449,0.0462
qf2423,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.616223,0.096899,0.4028,1,0.519324,0.713122,0.0398
qf2424,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.616156,0.0967091,0.4073,0.9987,0.519447,0.712865,0.0443
qf2425,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.612158,0.0951711,0.3844,0.9905,0.516987,0.707329,0.0214
qf2426,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.612756,0.0963093,0.3994,1.003,0.516447,0.709065,0.0364
qf2427,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.610563,0.0953883,0.3818,0.9763,0.515175,0.705951,0.0188
qf2428,0.363,2.23163e-16,0.363,0.363,0.363,0.363,0.606519,0.0951333,0.3973,0.9754,0.511386,0.701652,0.0343
qf2465,0.614,3.34745e-16,0.614,0.614,0.614,0.614,1.29343,0.272623,0.6383,1.968,1.0208,1.56605,0.0243
qf2466,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.4104,0.291512,0.6617,2.146,1.11889,1.70191,0.0827
qf2468,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.48679,0.27626,0.6785,2.208,1.21053,1.76305,0.0995
qf2469,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.46987,0.256059,0.6793,2.125,1.21381,1.72592,0.1003
qf2470,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.43771,0.23442,0.6782,2.017,1.20329,1.67213,0.0992
qf2471,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.3967,0.21366,0.6891,1.925,1.18304,1.61036,0.1101
qf2472,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.35066,0.19576,0.6904,1.849,1.1549,1.54642,0.1114
qf2473,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.30187,0.179394,0.6754,1.74,1.12248,1.48127,0.0964
qf2474,0.519,0,0.519,0.519,0.519,0.519,1.25252,0.164363,0.681,1.665,1.08816,1.41688,0.162
qf2475,0.519,0,0.519,0.519,0.519,0.519,1.20697,0.152999,0.6839,1.585,1.05397,1.35997,0.1649
qf2476,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.17063,0.140167,0.6736,1.497,1.03046,1.3108,0.0946
qf2477,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.14909,0.13755,0.6745,1.455,1.01154,1.28663,0.0955
qf2478,0.519,0,0.519,0.519,0.519,0.519,1.11243,0.130194,0.6775,1.412,0.98224,1.24263,0.1585
qf2479,0.519,0,0.519,0.519,0.519,0.519,1.13423,0.134299,0.6804,1.426,0.999929,1.26853,0.1614
qf2480,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.13853,0.137868,0.6743,1.407,1.00066,1.27639,0.0953
qf2481,0.519,0,0.519,0.519,0.519,0.519,1.11902,0.13426,0.6715,1.417,0.984761,1.25328,0.1525
qf2482,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.09372,0.128672,0.6664,1.395,0.965049,1.22239,0.0874
qf2483,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.08241,0.12509,0.6772,1.375,0.957316,1.2075,0.0982
qf2484,0.64,1.11582e-16,0.64,0.64,0.64,0.64,1.12005,0.132235,0.6736,1.453,0.98782,1.25229,0.0336
qf2485,0.7,2.23163e-16,0.7,0.7,0.7,0.7,1.35114,0.174688,0.7683,1.741,1.17645,1.52583,0.0683
qf2487,0.7,2.23163e-16,0.7,0.7,0.7,0.7,1.64858,0.243997,0.8295,2.183,1.40459,1.89258,0.1295
qf2488,0.64,1.11582e-16,0.64,0.64,0.64,0.64,1.69833,0.250448,0.8731,2.291,1.44788,1.94878,0.2331
qf2489,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.70344,0.242833,0.8874,2.299,1.46061,1.94628,0.3084
qf2490,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.6788,0.232571,0.9071,2.301,1.44623,1.91137,0.3281
qf2491,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.67501,0.231293,0.9318,2.351,1.44372,1.9063,0.3528
qf2492,0.64,1.11582e-16,0.64,0.64,0.64,0.64,1.6302,0.227068,0.9465,2.356,1.40314,1.85727,0.3065
qf2493,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.57399,0.214717,0.9538,2.302,1.35927,1.78871,0.3748
qf2494,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.51365,0.205272,0.9463,2.244,1.30838,1.71893,0.3673
qf2495,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.48214,0.214067,0.9476,2.357,1.26807,1.6962,0.3686
qf2496,0.64,1.11582e-16,0.64,0.64,0.64,0.64,1.42826,0.210609,0.9407,2.329,1.21765,1.63887,0.3007
qf2497,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.374,0.203478,0.9526,2.242,1.17052,1.57747,0.3736
qf2498,0.579,2.23163e-16,0.579,0.579,0.579,0.579,1.36461,0.216288,0.9466,2.351,1.14832,1.58089,0.3676
qf2499,0.64,1.11582e-16,0.64,0.64,0.64,0.64,1.40997,0.268785,0.9901,2.722,1.14119,1.67876,0.3501
qf2500,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.51111,0.358471,1.037,3.288,1.15264,1.86958,0.276
qf2501,0.895,3.34745e-16,0.895,0.895,0.895,0.895,1.52102,0.384841,1.051,3.433,1.13618,1.90586,0.156
qf2502,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.51302,0.393628,1.033,3.432,1.11939,1.90665,0.212
qf2503,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.4922,0.393102,1.038,3.404,1.0991,1.8853,0.277
qf2504,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.58939,0.473389,1.096,3.848,1.116,2.06278,0.335
qf2505,0.895,3.34745e-16,0.895,0.895,0.895,0.895,1.67237,0.557252,1.147,4.335,1.11512,2.22962,0.252
qf2506,1.119,0,1.119,1.119,1.119,1.119,1.77156,0.658051,1.209,4.976,1.11351,2.42961,0.09
qf2507,1.119,0,1.119,1.119,1.119,1.119,1.79737,0.690181,1.221,5.173,1.10719,2.48755,0.102
qf2508,0.97,2.23163e-16,0.97,0.97,0.97,0.97,1.79249,0.695778,1.241,5.183,1.09671,2.48827,0.271
qf2509,0.895,3.34745e-16,0.895,0.895,0.895,0.895,1.77575,0.69261,1.25,5.148,1.08314,2.46836,0.355
qf2510,0.895,3.34745e-16,0.895,0.895,0.895,0.895,1.7471,0.68057,1.251,5.078,1.06653,2.42767,0.356
qf2511,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.71038,0.664263,1.23,4.959,1.04612,2.37464,0.409
qf2512,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.67084,0.64795,1.203,4.808,1.02289,2.31879,0.382
qf2513,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.67369,0.66663,1.195,4.91,1.00706,2.34032,0.374
qf2514,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.65671,0.671702,1.163,4.932,0.985008,2.32841,0.402
qf2515,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.61718,0.657229,1.135,4.85,0.959951,2.27441,0.374
qf2516,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.57631,0.633898,1.095,4.67,0.942412,2.21021,0.334
qf2517,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.53376,0.605998,1.087,4.462,0.927762,2.13976,0.326
qf2518,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.49394,0.580146,1.057,4.277,0.913794,2.07409,0.236
qf2519,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.45049,0.548269,1.011,4.057,0.902221,1.99876,0.25
qf2520,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.41324,0.521331,1.01,3.886,0.891909,1.93457,0.249
qf2521,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.37537,0.49405,0.988,3.699,0.881318,1.86942,0.227
qf2522,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.39629,0.508776,0.9911,3.761,0.887511,1.90506,0.1701
qf2523,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.39168,0.512367,0.9963,3.777,0.879316,1.90405,0.1753
qf2524,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.36558,0.48864,0.9848,3.653,0.876944,1.85422,0.1638
qf2525,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.33712,0.46487,0.9825,3.465,0.872247,1.80199,0.1615
qf2526,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.30572,0.442466,0.9591,3.356,0.863254,1.74819,0.1381
qf2527,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.27547,0.421565,0.921,3.211,0.853904,1.69703,0.1
qf2528,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.2447,0.393671,0.9084,3.015,0.851032,1.63837,0.0874
qf2529,0.821,2.23163e-16,0.821,0.821,0.821,0.821,1.21879,0.372728,0.8976,2.898,0.846063,1.59152,0.0766
qf2530,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.19034,0.352899,0.8874,2.782,0.837441,1.54324,0.1264
qf2531,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.16633,0.334884,0.8533,2.659,0.831444,1.50121,0.0923
qf2532,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.14612,0.316604,0.8479,2.557,0.829518,1.46273,0.0869
qf2533,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.12219,0.302697,0.8216,2.455,0.819497,1.42489,0.0606
qf2534,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.10338,0.287852,0.8249,2.357,0.81553,1.39123,0.0639
qf2535,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.08361,0.272108,0.8088,2.243,0.811501,1.35572,0.0478
qf2536,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.06759,0.260897,0.8033,2.189,0.806697,1.32849,0.0423
qf2537,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.05113,0.248445,0.8026,2.122,0.802685,1.29957,0.0416
qf2538,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.03507,0.237839,0.7838,2.05,0.797234,1.27291,0.0228
qf2539,0.761,3.34745e-16,0.761,0.761,0.761,0.761,1.0233,0.227338,0.7797,1.965,0.795966,1.25064,0.0187
qf2579,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.54248,0.358275,1.079,3.193,1.1842,1.90076,0.035
qf2580,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.56236,0.359253,1.103,3.214,1.20311,1.92161,0.059
qf2581,1.119,0,1.119,1.119,1.119,1.119,1.76408,0.459948,1.235,3.909,1.30413,2.22403,0.116
qf2582,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.86552,0.497898,1.313,4.172,1.36762,2.36342,0.269
qf2583,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.93697,0.495858,1.392,4.277,1.44111,2.43283,0.348
qf2584,0.97,2.23163e-16,0.97,0.97,0.97,0.97,2.08467,0.532763,1.49,4.582,1.55191,2.61743,0.52
qf2585,0.97,2.23163e-16,0.97,0.97,0.97,0.97,2.1577,0.529139,1.587,4.665,1.62856,2.68684,0.617
qf2586,0.97,2.23163e-16,0.97,0.97,0.97,0.97,2.20941,0.50795,1.657,4.612,1.70146,2.71736,0.687
qf2587,0.97,2.23163e-16,0.97,0.97,0.97,0.97,2.23714,0.486053,1.705,4.564,1.75109,2.72319,0.735
qf2588,0.97,2.23163e-16,0.97,0.97,0.97,0.97,2.25568,0.465565,1.727,4.47,1.79012,2.72124,0.757
qf2589,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.28978,0.460387,1.764,4.461,1.82939,2.75017,0.72
qf2590,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.30416,0.456647,1.762,4.425,1.84751,2.76081,0.718
qf2591,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.29907,0.443151,1.772,4.348,1.85592,2.74222,0.728
qf2592,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.28303,0.425489,1.752,4.192,1.85754,2.70852,0.708
qf2593,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.26209,0.412115,1.736,4.089,1.84998,2.6742,0.692
qf2594,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.2385,0.39506,1.714,3.964,1.84344,2.63356,0.67
qf2595,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.20923,0.379224,1.689,3.837,1.83001,2.58845,0.645
qf2596,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.17464,0.362106,1.66,3.722,1.81253,2.53675,0.616
qf2597,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.14226,0.345737,1.647,3.592,1.79652,2.488,0.603
qf2598,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.13975,0.337576,1.65,3.524,1.80217,2.47733,0.606
qf2599,1.119,0,1.119,1.119,1.119,1.119,2.12118,0.323949,1.64,3.436,1.79723,2.44513,0.521
qf2600,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.09607,0.310169,1.626,3.367,1.7859,2.40624,0.582
qf2601,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.06611,0.295666,1.606,3.251,1.77044,2.36178,0.562
qf2602,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.03699,0.279293,1.612,3.148,1.7577,2.31628,0.568
qf2603,1.044,2.23163e-16,1.044,1.044,1.044,1.044,2.00535,0.264949,1.599,3.071,1.7404,2.2703,0.555
qf2604,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.97143,0.254572,1.58,2.984,1.71686,2.226,0.536
qf2605,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.93622,0.239657,1.561,2.884,1.69656,2.17588,0.517
qf2606,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.89901,0.230542,1.545,2.799,1.66847,2.12955,0.501
qf2607,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.86104,0.218262,1.522,2.7,1.64278,2.0793,0.478
qf2608,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.82375,0.207468,1.506,2.58,1.61628,2.03122,0.462
qf2609,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.81643,0.203276,1.53,2.575,1.61315,2.01971,0.486
qf2610,1.119,0,1.119,1.119,1.119,1.119,1.88096,0.245089,1.553,2.84,1.63587,2.12605,0.434
qf2611,1.193,4.46326e-16,1.193,1.193,1.193,1.193,1.86813,0.252037,1.534,2.878,1.61609,2.12017,0.341
qf2612,1.119,0,1.119,1.119,1.119,1.119,1.84308,0.246905,1.521,2.817,1.59618,2.08998,0.402
qf2613,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.80777,0.236774,1.504,2.763,1.571,2.04454,0.46
qf2614,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.77971,0.227406,1.486,2.676,1.5523,2.00712,0.442
qf2615,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.82704,0.234482,1.499,2.764,1.59256,2.06152,0.455
qf2616,1.044,2.23163e-16,1.044,1.044,1.044,1.044,1.83265,0.233713,1.515,2.742,1.59894,2.06636,0.471
qf2617,1.119,0,1.119,1.119,1.119,1.119,2.10297,0.249063,1.736,2.988,1.85391,2.35203,0.617
qf2618,1.119,0,1.119,1.119,1.119,1.119,2.28532,0.259128,1.871,3.18,2.02619,2.54445,0.752
qf2619,1.119,0,1.119,1.119,1.119,1.119,2.43924,0.259174,1.979,3.272,2.18007,2.69841,0.86
qf2620,1.119,0,1.119,1.119,1.119,1.119,2.5794,0.262767,2.075,3.365,2.31663,2.84217,0.956
qf2621,1.193,4.46326e-16,1.193,1.193,1.193,1.193,2.77524,0.285496,2.184,3.603,2.48974,3.06074,0.991
qf2622,1.354,6.6949e-16,1.354,1.354,1.354,1.354,3.00246,0.334995,2.331,4.021,2.66746,3.33746,0.977
qf2623,1.354,6.6949e-16,1.354,1.354,1.354,1.354,3.37133,0.43842,2.505,4.776,2.93291,3.80975,1.151
qf2624,1.842,6.6949e-16,1.842,1.842,1.842,1.842,3.68388,0.537827,2.712,5.48,3.14605,4.22171,0.87
qf2625,1.842,6.6949e-16,1.842,1.842,1.842,1.842,3.8849,0.594946,2.869,5.859,3.28995,4.47985,1.027
qf2626,1.76,0,1.76,1.76,1.76,1.76,4.05512,0.64535,2.971,6.276,3.40977,4.70047,1.211
qf2627,1.677,2.23163e-16,1.677,1.677,1.677,1.677,4.28287,0.733149,3.09,6.864,3.54972,5.01602,1.413
qf2628,1.76,0,1.76,1.76,1.76,1.76,4.42475,0.799096,3.159,7.29,3.62565,5.22385,1.399
qf2629,1.842,6.6949e-16,1.842,1.842,1.842,1.842,4.44027,0.808244,3.199,7.403,3.63203,5.24851,1.357
qf2630,1.842,6.6949e-16,1.842,1.842,1.842,1.842,4.38817,0.791456,3.191,7.314,3.59671,5.17963,1.349
qf2631,1.76,0,1.76,1.76,1.76,1.76,4.30414,0.766486,3.155,7.13,3.53765,5.07063,1.395
qf2632,1.677,2.23163e-16,1.677,1.677,1.677,1.677,4.20135,0.734204,3.117,6.946,3.46715,4.93555,1.44
qf2633,1.677,2.23163e-16,1.677,1.677,1.677,1.677,4.40998,0.805645,3.215,7.409,3.60433,5.21563,1.538
qf2634,2.176,1.33898e-15,2.176,2.176,2.176,2.176,4.44131,0.830568,3.192,7.545,3.61074,5.27188,1.016
qf2635,1.925,6.6949e-16,1.925,1.925,1.925,1.925,4.6598,0.936913,3.294,8.157,3.72289,5.59671,1.369
qf2636,2.092,8.92653e-16,2.092,2.092,2.092,2.092,4.64174,0.952259,3.252,8.211,3.68948,5.594,1.16
qf2637,1.925,6.6949e-16,1.925,1.925,1.925,1.925,4.54777,0.933164,3.224,8.041,3.61461,5.48093,1.299
qf2638,1.925,6.6949e-16,1.925,1.925,1.925,1.925,4.42045,0.893984,3.167,7.801,3.52647,5.31443,1.242
qf2639,1.842,6.6949e-16,1.842,1.842,1.842,1.842,4.27169,0.849776,3.096,7.5,3.42191,5.12147,1.254
qf2640,1.842,6.6949e-16,1.842,1.842,1.842,1.842,4.11795,0.806451,2.99,7.183,3.3115,4.9244,1.148
qf2641,1.76,0,1.76,1.76,1.76,1.76,4.09438,0.813353,2.938,7.144,3.28103,4.90773,1.178
qf2642,1.925,6.6949e-16,1.925,1.925,1.925,1.925,5.01067,1.01117,3.515,8.608,3.9995,6.02184,1.59
qf2645,3.67,1.33898e-15,3.67,3.67,3.67,3.67,5.98915,1.39118,4.042,10.71,4.59797,7.38033,0.372
qf2647,3.312,8.92653e-16,3.312,3.312,3.312,3.312,6.14023,1.46781,4.089,11.03,4.67242,7.60804,0.777
qf2648,3.581,1.78531e-15,3.581,3.581,3.581,3.581,6.05992,1.45653,4.029,10.9,4.60339,7.51645,0.448
qf2649,3.222,4.46326e-16,3.222,3.222,3.222,3.222,5.89845,1.40933,3.93,10.59,4.48912,7.30778,0.708
qf2650,2.953,1.33898e-15,2.953,2.953,2.953,2.953,5.74917,1.36868,3.838,10.3,4.38049,7.11785,0.885
qf2651,2.863,0,2.863,2.863,2.863,2.863,5.99453,1.45232,3.939,10.74,4.54221,7.44685,1.076
qf2655,3.312,8.92653e-16,3.312,3.312,3.312,3.312,5.33097,1.26862,3.552,9.379,4.06235,6.59959,0.24
qf2656,2.863,0,2.863,2.863,2.863,2.863,5.10001,1.19146,3.401,8.914,3.90855,6.29147,0.538
qf2657,2.603,4.46326e-16,2.603,2.603,2.603,2.603,4.86771,1.11248,3.271,8.4,3.75523,5.98019,0.668
qf2658,2.517,1.33898e-15,2.517,2.517,2.517,2.517,4.65249,1.03594,3.192,7.873,3.61655,5.68843,0.675
