name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
qa1862,2.873,8.92653e-16,2.873,2.873,2.873,2.873,3.74272,0.269497,3.114,4.658,3.47322,4.01222,0.241
qa1863,2.873,8.92653e-16,2.873,2.873,2.873,2.873,3.7732,0.266133,3.145,4.513,3.50707,4.03933,0.272
qa1864,2.873,8.92653e-16,2.873,2.873,2.873,2.873,3.69832,0.250122,3.084,4.215,3.4482,3.94844,0.211
qa1865,2.873,8.92653e-16,2.873,2.873,2.873,2.873,3.58288,0.232029,3.006,4.024,3.35085,3.81491,0.133
qa1866,2.873,8.92653e-16,2.873,2.873,2.873,2.873,3.45705,0.212846,2.904,3.879,3.2442,3.6699,0.031
qa1872,3.484,0,3.484,3.484,3.484,3.484,2.85887,0.165605,2.412,3.238,2.69326,3.02448,0.246
qa1873,3.956,1.78531e-15,3.956,3.956,3.956,3.956,2.74711,0.167479,2.319,3.113,2.57963,2.91459,0.843
qa1874,4.113,0,4.113,4.113,4.113,4.113,2.62348,0.170706,2.197,2.978,2.45277,2.79419,1.135
qa1875,4.27,2.67796e-15,4.27,4.27,4.27,4.27,3.08592,0.168051,2.63,3.407,2.91787,3.25397,0.863
qa1877,7.395,1.78531e-15,7.395,7.395,7.395,7.395,5.46295,0.390994,4.481,7.081,5.07196,5.85394,0.314
qa1878,8.632,3.57061e-15,8.632,8.632,8.632,8.632,6.13234,0.488218,5.079,8.012,5.64412,6.62056,0.62
qa1879,11.65,0,11.65,11.65,11.65,11.65,6.30461,0.509132,5.128,8.115,5.79548,6.81374,3.535
qa1880,16.43,3.57061e-15,16.43,16.43,16.43,16.43,6.20938,0.493143,4.979,7.769,5.71624,6.70252,8.661
qa1881,12.145,0,12.145,12.145,12.145,12.145,5.98736,0.456694,4.789,7.417,5.53067,6.44405,4.728
qa1882,10.208,0,10.208,10.208,10.208,10.208,5.68792,0.423959,4.582,6.972,5.26396,6.11188,3.236
qa1883,8.407,3.57061e-15,8.407,8.407,8.407,8.407,5.39981,0.386938,4.337,6.54,5.01287,5.78675,1.867
qa1884,7.8,2.67796e-15,7.8,7.8,7.8,7.8,5.15273,0.356357,4.145,6.138,4.79637,5.50909,1.662
qa1885,7.192,4.46326e-15,7.192,7.192,7.192,7.192,4.86975,0.331564,3.941,5.728,4.53819,5.20131,1.464
qa1886,6.585,8.92653e-16,6.585,6.585,6.585,6.585,4.59476,0.309532,3.735,5.326,4.28523,4.90429,1.259
qa1887,6.202,8.92653e-16,6.202,6.202,6.202,6.202,4.33948,0.287186,3.559,4.951,4.05229,4.62667,1.251
qa1888,5.663,8.92653e-16,5.663,5.663,5.663,5.663,4.1029,0.275468,3.357,4.702,3.82743,4.37837,0.961
qa1889,5.303,1.78531e-15,5.303,5.303,5.303,5.303,3.88349,0.261523,3.162,4.454,3.62197,4.14501,0.849
qa1890,4.944,1.78531e-15,4.944,4.944,4.944,4.944,4.19116,0.255502,3.448,4.73,3.93566,4.44666,0.214
qa1898,5.303,1.78531e-15,5.303,5.303,5.303,5.303,4.56285,0.255053,3.782,5.246,4.3078,4.8179,0.057
qa1902,12.889,5.35592e-15,12.889,12.889,12.889,12.889,8.85079,0.940531,7.012,12.75,7.91026,9.79132,0.139
qa1903,18.776,7.14122e-15,18.776,18.776,18.776,18.776,8.68807,0.91267,6.806,12.51,7.7754,9.60074,6.266
qa1904,18.483,0,18.483,18.483,18.483,18.483,8.23781,0.824892,6.49,11.53,7.41292,9.0627,6.953
qa1905,13.408,1.78531e-15,13.408,13.408,13.408,13.408,7.68686,0.724762,6.06,10.32,6.9621,8.41162,3.088
qa1906,11.154,1.78531e-15,11.154,11.154,11.154,11.154,7.15018,0.636484,5.697,9.185,6.5137,7.78666,1.969
qa1907,9.983,1.78531e-15,9.983,9.983,9.983,9.983,6.63714,0.565302,5.286,8.498,6.07184,7.20244,1.485
qa1908,8.632,3.57061e-15,8.632,8.632,8.632,8.632,6.29822,0.533696,5.057,8.138,5.76452,6.83192,0.494
qa1909,8.205,5.35592e-15,8.205,8.205,8.205,8.205,5.97695,0.506357,4.789,7.791,5.47059,6.48331,0.414
qa1910,8.205,5.35592e-15,8.205,8.205,8.205,8.205,5.62255,0.484412,4.528,7.411,5.13814,6.10696,0.794
qa1911,8.002,1.78531e-15,8.002,8.002,8.002,8.002,5.49601,0.482672,4.409,7.307,5.01334,5.97868,0.695
qa1912,8.205,5.35592e-15,8.205,8.205,8.205,8.205,5.5879,0.4944,4.454,7.42,5.0935,6.0823,0.785
qa1913,9.983,1.78531e-15,9.983,9.983,9.983,9.983,5.39781,0.487239,4.26,7.265,4.91057,5.88505,2.718
qa1914,8.407,3.57061e-15,8.407,8.407,8.407,8.407,5.20322,0.478911,4.115,7.083,4.72431,5.68213,1.324
qa1915,7.597,8.92653e-16,7.597,7.597,7.597,7.597,5.14343,0.481135,4.021,7.04,4.66229,5.62457,0.557
qa1916,6.99,8.92653e-16,6.99,6.99,6.99,6.99,4.95559,0.472186,3.903,6.826,4.4834,5.42778,0.164
qa1936,3.641,8.92653e-16,3.641,3.641,3.641,3.641,2.4786,0.272574,1.851,3.558,2.20603,2.75117,0.083
qa1947,3.956,1.78531e-15,3.956,3.956,3.956,3.956,2.88381,0.35067,2.004,3.954,2.53314,3.23448,0.002
qa1950,5.123,1.78531e-15,5.123,5.123,5.123,5.123,3.21344,0.43061,2.23,4.518,2.78283,3.64405,0.605
qa1951,4.764,1.78531e-15,4.764,4.764,4.764,4.764,3.21252,0.441681,2.212,4.529,2.77084,3.6542,0.235
qa1952,4.584,2.67796e-15,4.584,4.584,4.584,4.584,3.09585,0.426412,2.11,4.349,2.66944,3.52226,0.235
qa1954,8.002,1.78531e-15,8.002,8.002,8.002,8.002,3.67493,0.502067,2.73,5.201,3.17286,4.177,2.801
qa1955,6.585,8.92653e-16,6.585,6.585,6.585,6.585,3.55931,0.477583,2.642,4.972,3.08173,4.03689,1.613
qa1956,4.944,1.78531e-15,4.944,4.944,4.944,4.944,3.40518,0.449259,2.498,4.7,2.95592,3.85444,0.244
qa1957,5.123,1.78531e-15,5.123,5.123,5.123,5.123,3.24244,0.414674,2.352,4.448,2.82777,3.65711,0.675
qa1958,4.764,1.78531e-15,4.764,4.764,4.764,4.764,3.09031,0.384998,2.242,4.182,2.70531,3.47531,0.582
qa1959,4.764,1.78531e-15,4.764,4.764,4.764,4.764,2.93649,0.355404,2.118,3.926,2.58109,3.29189,0.838
qa1960,4.584,2.67796e-15,4.584,4.584,4.584,4.584,3.19952,0.415771,2.277,4.474,2.78375,3.61529,0.11
qa1961,5.123,1.78531e-15,5.123,5.123,5.123,5.123,3.16283,0.421889,2.264,4.466,2.74094,3.58472,0.657
qa1962,4.584,2.67796e-15,4.584,4.584,4.584,4.584,3.06856,0.411749,2.154,4.306,2.65681,3.48031,0.278
qa1963,4.27,2.67796e-15,4.27,4.27,4.27,4.27,2.95565,0.391078,2.107,4.083,2.56457,3.34673,0.187
qa1964,4.113,0,4.113,4.113,4.113,4.113,2.83148,0.370195,1.983,3.887,2.46128,3.20168,0.226
qa1965,3.956,1.78531e-15,3.956,3.956,3.956,3.956,2.70937,0.344731,1.882,3.696,2.36464,3.0541,0.26
qa1966,3.799,2.23163e-15,3.799,3.799,3.799,3.799,2.592,0.324396,1.804,3.466,2.2676,2.9164,0.333
qa1967,3.799,2.23163e-15,3.799,3.799,3.799,3.799,2.48052,0.301848,1.719,3.3,2.17867,2.78237,0.499
qa1968,3.641,8.92653e-16,3.641,3.641,3.641,3.641,2.37741,0.286649,1.621,3.136,2.09076,2.66406,0.505
qa1969,3.484,0,3.484,3.484,3.484,3.484,2.2853,0.269948,1.54,2.965,2.01535,2.55525,0.519
qa1970,3.484,0,3.484,3.484,3.484,3.484,2.19618,0.259699,1.459,2.824,1.93648,2.45588,0.66
qa1971,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.11617,0.249309,1.379,2.714,1.86686,2.36548,0.613
qa1972,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.04295,0.239601,1.339,2.59,1.80335,2.28255,0.737
qa1973,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.01404,0.231495,1.304,2.52,1.78255,2.24553,0.807
qa1974,3.327,1.33898e-15,3.327,3.327,3.327,3.327,1.95077,0.226613,1.246,2.393,1.72416,2.17738,0.934
qa1975,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.05841,0.23311,1.334,2.613,1.8253,2.29152,0.714
qa1976,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.23285,0.277981,1.425,3.067,1.95487,2.51083,0.26
qa1977,3.484,0,3.484,3.484,3.484,3.484,2.18352,0.284182,1.365,3.015,1.89934,2.4677,0.469
qa1978,3.327,1.33898e-15,3.327,3.327,3.327,3.327,2.11246,0.276094,1.333,2.91,1.83637,2.38855,0.417
qa1979,3.17,1.33898e-15,3.17,3.17,3.17,3.17,2.04141,0.267223,1.248,2.78,1.77419,2.30863,0.39
qa1980,3.17,1.33898e-15,3.17,3.17,3.17,3.17,1.96673,0.256922,1.208,2.65,1.70981,2.22365,0.52
qa1981,3.013,4.46326e-16,3.013,3.013,3.013,3.013,1.8949,0.246755,1.15,2.546,1.64814,2.14166,0.467
qa1982,3.17,1.33898e-15,3.17,3.17,3.17,3.17,1.83045,0.238586,1.114,2.434,1.59186,2.06904,0.736
qa1983,3.17,1.33898e-15,3.17,3.17,3.17,3.17,1.87801,0.249156,1.128,2.541,1.62885,2.12717,0.629
qa1984,3.641,8.92653e-16,3.641,3.641,3.641,3.641,2.02379,0.30122,1.184,2.974,1.72257,2.32501,0.667
qa1985,4.764,1.78531e-15,4.764,4.764,4.764,4.764,1.9956,0.310231,1.165,2.941,1.68537,2.30583,1.823
qa1986,3.956,1.78531e-15,3.956,3.956,3.956,3.956,1.94236,0.308262,1.125,2.884,1.6341,2.25062,1.072
qa1987,3.641,8.92653e-16,3.641,3.641,3.641,3.641,1.8856,0.298841,1.094,2.782,1.58676,2.18444,0.859
qa1988,3.484,0,3.484,3.484,3.484,3.484,1.82646,0.287015,1.06,2.682,1.53944,2.11348,0.802
qa1989,3.327,1.33898e-15,3.327,3.327,3.327,3.327,1.76716,0.275791,1.016,2.556,1.49137,2.04295,0.771
qa1990,3.17,1.33898e-15,3.17,3.17,3.17,3.17,1.70622,0.2606,0.973,2.433,1.44562,1.96682,0.737
qa1991,3.17,1.33898e-15,3.17,3.17,3.17,3.17,1.654,0.250584,0.9385,2.339,1.40342,1.90459,0.831
qa1992,3.013,4.46326e-16,3.013,3.013,3.013,3.013,1.60378,0.237756,0.918,2.216,1.36602,1.84154,0.797
qa1993,2.873,8.92653e-16,2.873,2.873,2.873,2.873,1.55497,0.230909,0.8933,2.132,1.32407,1.78588,0.741
qa1994,2.873,8.92653e-16,2.873,2.873,2.873,2.873,1.5105,0.224509,0.8502,2.029,1.28599,1.73501,0.844
qa1995,2.873,8.92653e-16,2.873,2.873,2.873,2.873,1.47407,0.219227,0.8272,1.961,1.25485,1.6933,0.912
qa1996,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.43352,0.213551,0.7928,1.908,1.21997,1.64707,0.825
qa1997,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.40333,0.210341,0.779,1.83,1.19299,1.61367,0.903
qa1998,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.37375,0.206352,0.7664,1.778,1.1674,1.5801,0.955
qa1999,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.34284,0.20462,0.7145,1.726,1.13822,1.54746,1.007
qa2000,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.31746,0.2026,0.6959,1.724,1.11486,1.52006,1.009
qa2001,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.29475,0.199338,0.6948,1.699,1.09541,1.49408,1.034
qa2002,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.26936,0.199247,0.6767,1.69,1.07011,1.4686,1.043
qa2003,2.733,1.33898e-15,2.733,2.733,2.733,2.733,1.24475,0.19844,0.6489,1.648,1.04631,1.44319,1.085
qa2004,2.593,1.78531e-15,2.593,2.593,2.593,2.593,1.22639,0.199317,0.6316,1.627,1.02707,1.42571,0.966
qa2005,2.593,1.78531e-15,2.593,2.593,2.593,2.593,1.20648,0.197236,0.6382,1.599,1.00924,1.40371,0.994
qa2006,2.453,1.33898e-15,2.453,2.453,2.453,2.453,1.18773,0.197867,0.6118,1.592,0.989868,1.3856,0.861
qa2007,2.453,1.33898e-15,2.453,2.453,2.453,2.453,1.17173,0.196617,0.5958,1.585,0.975115,1.36835,0.868
qa2008,2.453,1.33898e-15,2.453,2.453,2.453,2.453,1.1517,0.198198,0.5685,1.545,0.953498,1.34989,0.908
qa2009,2.453,1.33898e-15,2.453,2.453,2.453,2.453,1.13668,0.197829,0.5749,1.541,0.938853,1.33451,0.912
qa2010,2.313,8.92653e-16,2.313,2.313,2.313,2.313,1.12241,0.197841,0.5502,1.536,0.924572,1.32025,0.777
qa2011,2.313,8.92653e-16,2.313,2.313,2.313,2.313,1.10792,0.19822,0.5306,1.509,0.909702,1.30614,0.804
qa2012,2.313,8.92653e-16,2.313,2.313,2.313,2.313,1.09133,0.199507,0.5116,1.509,0.891819,1.29083,0.804
qa2013,2.313,8.92653e-16,2.313,2.313,2.313,2.313,1.07819,0.198862,0.4988,1.486,0.879325,1.27705,0.827
qa2014,2.313,8.92653e-16,2.313,2.313,2.313,2.313,1.06343,0.1995,0.4879,1.469,0.863929,1.26293,0.844
qa2015,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.05283,0.199373,0.4792,1.438,0.853458,1.2522,0.746
qa2016,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.04061,0.202715,0.4527,1.44,0.837894,1.24332,0.744
qa2017,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.02651,0.202631,0.4484,1.429,0.823877,1.22914,0.755
qa2018,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.01573,0.200737,0.4508,1.415,0.81499,1.21646,0.769
qa2019,2.184,8.92653e-16,2.184,2.184,2.184,2.184,1.00295,0.200252,0.446,1.394,0.8027,1.2032,0.79
qa2020,2.184,8.92653e-16,2.184,2.184,2.184,2.184,0.992437,0.200287,0.431,1.364,0.79215,1.19272,0.82
qa2021,2.184,8.92653e-16,2.184,2.184,2.184,2.184,0.981866,0.200302,0.4198,1.371,0.781564,1.18217,0.813
qa2022,2.184,8.92653e-16,2.184,2.184,2.184,2.184,0.972066,0.200146,0.413,1.363,0.77192,1.17221,0.821
qa2023,2.184,8.92653e-16,2.184,2.184,2.184,2.184,0.962531,0.199792,0.4189,1.337,0.762739,1.16232,0.847
qa2024,2.184,8.92653e-16,2.184,2.184,2.184,2.184,0.953513,0.19952,0.4109,1.307,0.753993,1.15303,0.877
qa2025,2.184,8.92653e-16,2.184,2.184,2.184,2.184,0.945264,0.19892,0.4053,1.322,0.746344,1.14418,0.862
qa2026,2.184,8.92653e-16,2.184,2.184,2.184,2.184,0.936588,0.199321,0.3971,1.31,0.737267,1.13591,0.874
qa2027,2.184,8.92653e-16,2.184,2.184,2.184,2.184,0.926945,0.198659,0.3861,1.307,0.728286,1.1256,0.877
qa2028,2.184,8.92653e-16,2.184,2.184,2.184,2.184,0.920067,0.196679,0.3839,1.322,0.723388,1.11675,0.862
qa2029,2.184,8.92653e-16,2.184,2.184,2.184,2.184,0.909524,0.194913,0.363,1.258,0.714611,1.10444,0.926
qa2030,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.901389,0.195467,0.363,1.274,0.705922,1.09686,0.782
qa2031,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.894528,0.196233,0.3633,1.292,0.698295,1.09076,0.764
qa2032,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.888707,0.195483,0.3465,1.245,0.693224,1.08419,0.811
qa2033,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.880943,0.192149,0.3506,1.228,0.688794,1.07309,0.828
qa2034,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.873218,0.191197,0.3456,1.234,0.682021,1.06441,0.822
qa2035,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.864843,0.192,0.3324,1.208,0.672843,1.05684,0.848
qa2036,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.861708,0.190454,0.3299,1.21,0.671254,1.05216,0.846
qa2037,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.855444,0.188802,0.3229,1.204,0.666642,1.04425,0.852
qa2038,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.848918,0.188475,0.319,1.202,0.660443,1.03739,0.854
qa2039,2.056,8.92653e-16,2.056,2.056,2.056,2.056,0.841364,0.187253,0.3296,1.193,0.654111,1.02862,0.863
qa2040,1.927,2.23163e-16,1.927,1.927,1.927,1.927,0.836966,0.186491,0.3191,1.207,0.650475,1.02346,0.72
qa2041,1.927,2.23163e-16,1.927,1.927,1.927,1.927,0.827613,0.184007,0.3268,1.17,0.643606,1.01162,0.757
qa2042,1.927,2.23163e-16,1.927,1.927,1.927,1.927,0.821858,0.184378,0.3008,1.154,0.63748,1.00624,0.773
qa2043,1.927,2.23163e-16,1.927,1.927,1.927,1.927,0.814737,0.182902,0.3052,1.171,0.631835,0.997639,0.756
qa2044,1.799,2.23163e-16,1.799,1.799,1.799,1.799,0.807477,0.182571,0.3022,1.16,0.624906,0.990048,0.639
qa2045,1.799,2.23163e-16,1.799,1.799,1.799,1.799,0.803183,0.181402,0.2943,1.143,0.621781,0.984585,0.656
qa2046,1.799,2.23163e-16,1.799,1.799,1.799,1.799,0.798893,0.180381,0.2962,1.125,0.618512,0.979274,0.674
qa2047,1.799,2.23163e-16,1.799,1.799,1.799,1.799,0.793081,0.17903,0.2916,1.135,0.614051,0.972111,0.664
qa2048,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.78656,0.178061,0.2806,1.094,0.608499,0.964621,0.576
qa2049,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.782479,0.177501,0.2902,1.103,0.604978,0.95998,0.567
qa2050,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.849587,0.199589,0.2931,1.178,0.649998,1.04918,0.492
qa2051,1.927,2.23163e-16,1.927,1.927,1.927,1.927,0.836328,0.196629,0.2903,1.155,0.639699,1.03296,0.772
qa2052,1.799,2.23163e-16,1.799,1.799,1.799,1.799,0.827503,0.194765,0.282,1.147,0.632738,1.02227,0.652
qa2053,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.818322,0.190325,0.2912,1.113,0.627997,1.00865,0.557
qa2054,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.803838,0.189174,0.2863,1.119,0.614664,0.993012,0.551
qa2055,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.796049,0.184696,0.2884,1.106,0.611353,0.980745,0.564
qa2056,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.785439,0.180657,0.2906,1.084,0.604782,0.966096,0.586
qa2057,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.777813,0.177484,0.2876,1.101,0.600329,0.955297,0.569
qa2058,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.766426,0.175843,0.2818,1.07,0.590583,0.942269,0.6
qa2059,1.67,8.92653e-16,1.67,1.67,1.67,1.67,0.761501,0.176442,0.2823,1.065,0.585059,0.937943,0.605
qa2060,1.555,0,1.555,1.555,1.555,1.555,0.754734,0.174662,0.2779,1.047,0.580072,0.929396,0.508
qa2061,1.555,0,1.555,1.555,1.555,1.555,0.74506,0.170479,0.266,1.049,0.574581,0.915539,0.506
qa2062,1.555,0,1.555,1.555,1.555,1.555,0.736984,0.170708,0.2706,1.033,0.566276,0.907692,0.522
qa2063,1.555,0,1.555,1.555,1.555,1.555,0.730237,0.169895,0.2593,1.024,0.560342,0.900132,0.531
qa2064,1.555,0,1.555,1.555,1.555,1.555,0.72369,0.168946,0.2574,1.023,0.554744,0.892636,0.532
qa2065,1.555,0,1.555,1.555,1.555,1.555,0.720834,0.165652,0.2682,1.013,0.555182,0.886486,0.542
qa2066,1.555,0,1.555,1.555,1.555,1.555,0.718194,0.166002,0.2564,1.024,0.552192,0.884196,0.531
qa2067,1.555,0,1.555,1.555,1.555,1.555,0.709227,0.163224,0.2573,1.002,0.546003,0.872451,0.553
qa2068,1.555,0,1.555,1.555,1.555,1.555,0.704744,0.161415,0.2498,0.9906,0.543329,0.866159,0.5644
qa2069,1.555,0,1.555,1.555,1.555,1.555,0.699329,0.161178,0.2465,0.9929,0.538151,0.860507,0.5621
qa2070,1.555,0,1.555,1.555,1.555,1.555,0.693676,0.161346,0.2432,0.9864,0.53233,0.855022,0.5686
qa2071,1.555,0,1.555,1.555,1.555,1.555,0.687601,0.162915,0.2398,1.007,0.524686,0.850516,0.548
qa2072,1.555,0,1.555,1.555,1.555,1.555,0.68784,0.162122,0.2461,0.9815,0.525718,0.849962,0.5735
qa2073,1.555,0,1.555,1.555,1.555,1.555,0.682787,0.160839,0.2461,0.9725,0.521948,0.843626,0.5825
qa2074,1.555,0,1.555,1.555,1.555,1.555,0.681827,0.157866,0.2336,0.9729,0.523961,0.839693,0.5821
qa2075,1.44,4.46326e-16,1.44,1.44,1.44,1.44,0.675109,0.159618,0.2351,0.9816,0.515491,0.834727,0.4584
qa2076,1.44,4.46326e-16,1.44,1.44,1.44,1.44,0.670972,0.156039,0.2427,0.9711,0.514933,0.827011,0.4689
qa2077,1.44,4.46326e-16,1.44,1.44,1.44,1.44,0.665349,0.154346,0.2378,0.9359,0.511003,0.819695,0.5041
qa2078,1.44,4.46326e-16,1.44,1.44,1.44,1.44,0.660358,0.15408,0.2321,0.9428,0.506278,0.814438,0.4972
qa2079,1.44,4.46326e-16,1.44,1.44,1.44,1.44,0.65975,0.152721,0.2476,0.9232,0.507029,0.812471,0.5168
qa2080,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.657451,0.150853,0.2327,0.9213,0.506598,0.808304,0.4037
qa2081,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.651816,0.149799,0.2325,0.9271,0.502017,0.801615,0.3979
qa2082,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.647587,0.150532,0.2203,0.9005,0.497055,0.798119,0.4245
qa2083,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.64141,0.150295,0.2249,0.924,0.491115,0.791705,0.401
qa2084,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.639009,0.147012,0.2242,0.9166,0.491997,0.786021,0.4084
qa2085,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.634329,0.147991,0.2228,0.911,0.486338,0.78232,0.414
qa2086,1.325,2.23163e-16,1.325,1.325,1.325,1.325,0.631682,0.148697,0.2114,0.916,0.482985,0.780379,0.409
qa2087,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.626578,0.148076,0.2126,0.898,0.478502,0.774654,0.312
qa2088,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.623307,0.14818,0.2091,0.8904,0.475127,0.771487,0.3196
qa2089,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.619497,0.149225,0.1991,0.8655,0.470272,0.768722,0.3445
qa2090,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.614762,0.150177,0.2166,0.9196,0.464585,0.764939,0.2904
qa2091,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.614209,0.149771,0.2106,0.9074,0.464438,0.76398,0.3026
qa2092,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.610333,0.150319,0.2151,0.8966,0.460014,0.760652,0.3134
qa2093,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.605732,0.147889,0.2186,0.8644,0.457843,0.753621,0.3456
qa2094,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.601785,0.150012,0.2168,0.8641,0.451773,0.751797,0.3459
qa2095,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.600795,0.148599,0.2055,0.8834,0.452196,0.749394,0.3266
qa2096,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.597354,0.146619,0.1982,0.8716,0.450735,0.743973,0.3384
qa2097,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.595916,0.144106,0.2177,0.8424,0.45181,0.740022,0.3676
qa2098,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.59298,0.143659,0.2048,0.8692,0.449321,0.736639,0.3408
qa2099,1.21,6.6949e-16,1.21,1.21,1.21,1.21,0.589224,0.143481,0.1956,0.8645,0.445743,0.732705,0.3455
qa2100,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.585902,0.142719,0.1989,0.8695,0.443183,0.728621,0.4215
qa2101,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.581759,0.143259,0.1894,0.8591,0.4385,0.725018,0.4319
qa2102,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.579393,0.142529,0.1927,0.8558,0.436864,0.721922,0.4352
qa2103,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.576753,0.14272,0.195,0.8512,0.434033,0.719473,0.4398
