real_name,manna,bedk1,bedt1,bedt2,kaq1,sy1,cn3_swf0.3a,esco0.95a,lat_ttime0a,latq_co0.2a,perco0.05a,perco0.5a,awca1,awca3,awca5,awca6,bda1,bda2,bda3,bda4,bda5,bda6,ksola1,ksola2,ksola3,ksola6,zsola4,zsola5,zsola6,lat_lena1,lat_lenb1,surq_lag
85,0.0184724,4.38485e-05,0.244543,0.102871,0.602317,0.00492591,0.656007,0.316179,0.5,0.040252,1,0.456228,0.541279,0.327915,0.17479,0.057635,1.01775,1.08731,0.894892,1.03066,1.1605,1.47846,41.6776,36.6061,15.6282,32.3407,711.006,795.13,1902.79,89.4833,13.8039,0.575603
86,0.026701,3.6621e-05,0.470035,0.465347,0.681922,0.00563015,0.785922,0.155774,0.5,0.01,0.303019,0.610039,0.403675,0.566746,0.129588,0.0572404,0.861604,1.62555,0.893,0.963,1.14762,1.40061,24.7673,19.6887,10.4627,47.8084,714.985,813.392,2073.04,90,15,0.668439
87,0.0186568,1.42739e-05,0.396269,0.198744,0.558211,0.00504176,0.8,0.332498,0.558307,0.0281852,1,0.535904,0.444861,0.480876,0.0969589,0.0770111,0.939639,0.815752,0.984883,0.963,1.11681,1.38547,23.9198,29.131,8.44713,21.8439,715.159,834.171,1754.74,88.6043,10.8944,0.700066
88,0.0231274,2.46203e-05,0.569665,0.0494779,0.547598,0.00471681,0.362192,0.344536,0.5,0.016554,1,0.429882,0.855882,0.689046,0.108972,0.0576072,1.16985,1.0511,0.909037,0.963,1.2175,1.27465,41.2053,10.4365,11.3594,24.7511,708.875,864.017,1784.96,88.2572,10.7934,0.661248
89,0.019956,2.03206e-05,0.459663,0.0734979,0.672985,0.00427667,0.692999,0.127774,0.552555,0.0450025,1,0.46532,0.4177,0.594876,0.133309,0.0562042,1.03362,1.38049,0.914778,0.963,1.08115,1.55898,27.1198,20.7287,17.3605,16.9613,682.241,960.756,1917.68,89.2223,13.5229,0.91676
90,0.0155419,1.51191e-05,0.164884,0.543819,0.479573,0.00490326,0.702691,0.0532181,0.636891,0.0967644,1,0.379019,0.231051,0.210763,0.2459,0.065713,0.832963,0.917763,1.20262,0.963,1.19534,1.45308,78.6538,11.7322,13.9604,25.2957,614.363,905.823,1886.28,90,14.7543,1.24548
91,0.0230798,1.02784e-05,0.421849,0.256674,0.65452,0.00485906,0.72894,0.345239,0.624398,0.0363727,1,0.568779,0.396639,0.675799,0.151993,0.0782409,0.937209,1.30502,0.916702,1.06851,1.13962,1.4415,27.3629,14.621,9.03878,32.4906,634.976,733.887,1859.73,89.3013,10.0797,0.639611
92,0.0163939,6.27696e-06,0.264801,0.481349,0.657978,0.00427014,0.7733,0.375755,0.536888,0.082576,1,0.270035,0.337921,0.644168,0.0987946,0.0547,1.26662,1.41892,0.900051,0.963,1.05146,1.47984,26.5336,10.687,10.5806,31.1627,713.852,837.331,1797.33,88.2776,14.7603,0.613567
93,0.0129117,1.8761e-05,0.247047,0.513175,0.590113,0.00446613,0.754124,0.33132,1.23963,0.0174505,1,0.428313,0.488817,0.61094,0.184679,0.0643572,0.985435,1.00087,0.907567,0.963,1.23016,1.42816,17.5927,15.6603,16.9934,46.9057,713.434,825.207,1679,89.2575,13.1169,0.515857
94,0.0244536,6.42333e-05,0.656172,0.100944,0.615313,0.00444952,0.117472,0.199589,0.690423,0.0174164,1,0.58782,0.534383,0.493677,0.123078,0.0565137,1.00155,1.11749,0.945879,1.20657,1.5931,1.3596,20.6893,8.8173,7.25283,22.6804,706.212,765.157,2150.89,90,12.4654,0.767081
95,0.0218954,1.11785e-05,0.285259,0.242722,0.656561,0.00604549,0.8,0.144585,0.5,0.0237678,1,0.474813,0.250285,0.57409,0.181023,0.0912759,1.63805,1.04886,1.0493,0.963,1.19757,1.53865,25.6067,17.5804,34.9739,21.5067,694.636,893.143,1572.8,89.494,14.6724,0.620025
96,0.0211447,3.87672e-05,0.872181,0.132698,0.723799,0.00433279,0.711984,0.490492,0.5,0.0203853,1,0.503724,0.570672,0.617532,0.174602,0.0547,1.80818,1.08434,0.893,0.963,1.05646,1.40783,14.7089,23.7653,14.1993,17.4245,714.041,950.904,2103.32,90,10.6919,0.921249
97,0.017725,2.82953e-05,0.442744,0.250136,0.624453,0.00382906,0.523439,0.120427,0.507751,0.0196798,1,0.628916,0.705333,0.344298,0.32831,0.0703283,1.02946,1.28306,0.893,0.963,1.27054,1.06364,25.1663,24.1103,11.0351,21.684,715.277,832.23,2142.63,90,10.8051,0.73277
98,0.026772,3.96669e-05,0.512161,0.063919,0.614385,0.00537686,0.749879,0.0870007,0.5,0.0289227,1,0.490809,0.438959,0.383592,0.176963,0.0553026,0.921578,1.58475,0.94406,0.963,1.12078,1.56912,29.1595,13.5983,10.556,25.6386,672.729,868.365,1859.06,89.882,13.5896,0.545075
base,0.0166219,1.18122e-05,0.504704,0.201538,0.62605,0.00513208,0.748232,0.144141,0.5,0.0346892,1,0.541997,0.620601,0.631146,0.199978,0.0547,1.21034,1.14474,0.901732,0.963,1.07598,1.53517,32.0833,18.063,10.9528,25.5149,712.405,823.066,1983.48,90,13.9735,0.685165
